"","Species_Jetz","Family_Jetz","Order_Jetz","CommonName","aveUAI","Species_eBird","Order_eBird","Species_BirdLife"
"3971","Eubucco richardsoni","Ramphastidae","Piciformes","Lemon-throated Barbet",0.00276385,"Eubucco richardsoni","Piciformes","Eubucco richardsoni"
"3972","Eubucco versicolor","Ramphastidae","Piciformes","Versicolored Barbet",0.03941006,"Eubucco versicolor","Piciformes","Eubucco versicolor"
"3973","Lybius bidentatus","Ramphastidae","Piciformes","Double-toothed Barbet",1.474680588,"Lybius bidentatus","Piciformes","Pogonornis bidentatus"
"3974","Lybius leucocephalus","Ramphastidae","Piciformes","White-headed Barbet",1.65737856,"Lybius leucocephalus","Piciformes","Lybius leucocephalus"
"3975","Lybius torquatus","Ramphastidae","Piciformes","Black-collared Barbet",1.687096021,"Lybius torquatus","Piciformes","Lybius torquatus"
"3976","Lybius undatus","Ramphastidae","Piciformes","Banded Barbet",2.039510399,"Lybius undatus","Piciformes","Lybius undatus"
"3977","Megalaima armillaris","Ramphastidae","Piciformes","Flame-fronted Barbet",0.238629503,"Psilopogon armillaris","Piciformes","Psilopogon armillaris"
"3978","Megalaima asiatica","Ramphastidae","Piciformes","Blue-throated Barbet",0.6875296015,"Psilopogon asiaticus","Piciformes","Psilopogon asiaticus"
"3979","Megalaima australis","Ramphastidae","Piciformes","Blue-eared Barbet",0.052371222,"Psilopogon duvaucelii","Piciformes","Psilopogon duvaucelii"
"3980","Megalaima chrysopogon","Ramphastidae","Piciformes","Gold-whiskered Barbet",0.108386428,"Psilopogon chrysopogon","Piciformes","Psilopogon chrysopogon"
"3981","Megalaima eximia","Ramphastidae","Piciformes","Bornean Barbet",0.035653343,"Psilopogon eximius","Piciformes","Psilopogon eximius"
"3982","Megalaima haemacephala","Ramphastidae","Piciformes","Coppersmith Barbet",2.36135648808333,"Psilopogon haemacephalus","Piciformes","Psilopogon haemacephalus"
"3983","Megalaima lineata","Ramphastidae","Piciformes","Lineated Barbet",1.9575850975,"Psilopogon lineatus","Piciformes","Psilopogon lineatus"
"3984","Megalaima monticola","Ramphastidae","Piciformes","Mountain Barbet",0.145999345,"Psilopogon monticola","Piciformes","Psilopogon monticola"
"3985","Megalaima nuchalis","Ramphastidae","Piciformes","Taiwan Barbet",2.538816809,"Psilopogon nuchalis","Piciformes","Psilopogon nuchalis"
"3986","Megalaima pulcherrima","Ramphastidae","Piciformes","Golden-naped Barbet",0.301277726,"Psilopogon pulcherrimus","Piciformes","Psilopogon pulcherrimus"
"3987","Megalaima rafflesii","Ramphastidae","Piciformes","Red-crowned Barbet",2.662300007,"Psilopogon rafflesii","Piciformes","Psilopogon rafflesii"
"3988","Megalaima rubricapillus","Ramphastidae","Piciformes","Malabar Barbet",0.09225047,"Psilopogon malabaricus","Piciformes","Psilopogon malabaricus"
"3989","Megalaima virens","Ramphastidae","Piciformes","Great Barbet",1.72904753,"Psilopogon virens","Piciformes","Psilopogon virens"
"3990","Megalaima viridis","Ramphastidae","Piciformes","White-cheeked Barbet",1.44584038433333,"Psilopogon viridis","Piciformes","Psilopogon viridis"
"3991","Megalaima zeylanica","Ramphastidae","Piciformes","Brown-headed Barbet",1.3145534274,"Psilopogon zeylanicus","Piciformes","Psilopogon zeylanicus"
"3992","Pogoniulus bilineatus","Ramphastidae","Piciformes","Yellow-rumped Tinkerbird",1.40492335533333,"Pogoniulus bilineatus","Piciformes","Pogoniulus bilineatus"
"3993","Pogoniulus chrysoconus","Ramphastidae","Piciformes","Yellow-fronted Tinkerbird",1.08027881333333,"Pogoniulus chrysoconus","Piciformes","Pogoniulus chrysoconus"
"3994","Pogoniulus pusillus","Ramphastidae","Piciformes","Red-fronted Tinkerbird",1.0995550425,"Pogoniulus pusillus","Piciformes","Pogoniulus pusillus"
"3995","Pogoniulus scolopaceus","Ramphastidae","Piciformes","Speckled Tinkerbird",0.161367408,"Pogoniulus scolopaceus","Piciformes","Pogoniulus scolopaceus"
"3996","Pogoniulus subsulphureus","Ramphastidae","Piciformes","Yellow-throated Tinkerbird",0.21682823,"Pogoniulus subsulphureus","Piciformes","Pogoniulus subsulphureus"
"3997","Pteroglossus aracari","Ramphastidae","Piciformes","Black-necked Aracari",2.7373283565,"Pteroglossus aracari","Piciformes","Pteroglossus aracari"
"3998","Pteroglossus castanotis","Ramphastidae","Piciformes","Chestnut-eared Aracari",0.644637727,"Pteroglossus castanotis","Piciformes","Pteroglossus castanotis"
"3999","Pteroglossus inscriptus","Ramphastidae","Piciformes","Lettered Aracari",0.540226176,"Pteroglossus inscriptus","Piciformes","Pteroglossus inscriptus"
"4000","Pteroglossus pluricinctus","Ramphastidae","Piciformes","Many-banded Aracari",0.107347472,"Pteroglossus pluricinctus","Piciformes","Pteroglossus pluricinctus"
"4001","Pteroglossus torquatus","Ramphastidae","Piciformes","Collared Aracari",0.3056726044,"Pteroglossus torquatus","Piciformes","Pteroglossus torquatus"
"4002","Pteroglossus viridis","Ramphastidae","Piciformes","Green Aracari",2.08508004,"Pteroglossus viridis","Piciformes","Pteroglossus viridis"
"4003","Ramphastos ambiguus","Ramphastidae","Piciformes","Yellow-throated Toucan",0.659244,"Ramphastos ambiguus","Piciformes","Ramphastos ambiguus"
"4004","Ramphastos brevis","Ramphastidae","Piciformes","Choco Toucan",0.00610378,"Ramphastos brevis","Piciformes","Ramphastos brevis"
"4005","Ramphastos dicolorus","Ramphastidae","Piciformes","Red-breasted Toucan",1.670669158,"Ramphastos dicolorus","Piciformes","Ramphastos dicolorus"
"4006","Ramphastos sulfuratus","Ramphastidae","Piciformes","Keel-billed Toucan",0.5242685595,"Ramphastos sulfuratus","Piciformes","Ramphastos sulfuratus"
"4007","Ramphastos toco","Ramphastidae","Piciformes","Toco Toucan",1.48929512716667,"Ramphastos toco","Piciformes","Ramphastos toco"
"4008","Ramphastos tucanus","Ramphastidae","Piciformes","White-throated Toucan",0.7486659282,"Ramphastos tucanus","Piciformes","Ramphastos tucanus"
"4009","Ramphastos vitellinus","Ramphastidae","Piciformes","Channel-billed Toucan",0.91599705,"Ramphastos vitellinus","Piciformes","Ramphastos vitellinus"
"4010","Selenidera piperivora","Ramphastidae","Piciformes","Guianan Toucanet",2.346612599,"Selenidera piperivora","Piciformes","Selenidera piperivora"
"4011","Selenidera spectabilis","Ramphastidae","Piciformes","Yellow-eared Toucanet",0.303669138,"Selenidera spectabilis","Piciformes","Selenidera spectabilis"
"4012","Stactolaema leucotis","Ramphastidae","Piciformes","White-eared Barbet",2.094688168,"Stactolaema leucotis","Piciformes","Stactolaema leucotis"
"4013","Trachyphonus darnaudii","Ramphastidae","Piciformes","D'Arnaud's Barbet",0.755035543,"Trachyphonus darnaudii","Piciformes","Trachyphonus darnaudii"
"4014","Trachyphonus vaillantii","Ramphastidae","Piciformes","Crested Barbet",1.589595617,"Trachyphonus vaillantii","Piciformes","Trachyphonus vaillantii"
"4015","Tricholaema diademata","Ramphastidae","Piciformes","Red-fronted Barbet",0.818217937,"Tricholaema diademata","Piciformes","Tricholaema diademata"
"4016","Tricholaema lacrymosa","Ramphastidae","Piciformes","Spot-flanked Barbet",1.604627038,"Tricholaema lacrymosa","Piciformes","Tricholaema lacrymosa"
"4017","Aechmophorus clarkii","Podicipedidae","Podicipediformes","Clark's Grebe",1.28353088471429,"Aechmophorus clarkii","Podicipediformes","Aechmophorus clarkii"
"4018","Aechmophorus occidentalis","Podicipedidae","Podicipediformes","Western Grebe",1.24655216376923,"Aechmophorus occidentalis","Podicipediformes","Aechmophorus occidentalis"
"4019","Podiceps auritus","Podicipedidae","Podicipediformes","Horned Grebe",1.697719121,"Podiceps auritus","Podicipediformes","Podiceps auritus"
"4020","Podiceps cristatus","Podicipedidae","Podicipediformes","Great Crested Grebe",1.33907833532353,"Podiceps cristatus","Podicipediformes","Podiceps cristatus"
"4021","Podiceps grisegena","Podicipedidae","Podicipediformes","Red-necked Grebe",1.78942729169231,"Podiceps grisegena","Podicipediformes","Podiceps grisegena"
"4022","Podiceps major","Podicipedidae","Podicipediformes","Great Grebe",1.53625333555556,"Podiceps major","Podicipediformes","Podiceps major"
"4023","Podiceps nigricollis","Podicipedidae","Podicipediformes","Eared Grebe",1.5010550475,"Podiceps nigricollis","Podicipediformes","Podiceps nigricollis"
"4024","Podiceps occipitalis","Podicipedidae","Podicipediformes","Silvery Grebe",1.17296032775,"Podiceps occipitalis","Podicipediformes","Podiceps occipitalis"
"4025","Podilymbus podiceps","Podicipedidae","Podicipediformes","Pied-billed Grebe",1.83209135741304,"Podilymbus podiceps","Podicipediformes","Podilymbus podiceps"
"4026","Poliocephalus poliocephalus","Podicipedidae","Podicipediformes","Hoary-headed Grebe",1.2323557955,"Poliocephalus poliocephalus","Podicipediformes","Poliocephalus poliocephalus"
"4027","Poliocephalus rufopectus","Podicipedidae","Podicipediformes","New Zealand Grebe",1.183117616,"Poliocephalus rufopectus","Podicipediformes","Poliocephalus rufopectus"
"4028","Rollandia rolland","Podicipedidae","Podicipediformes","White-tufted Grebe",1.623604843375,"Rollandia rolland","Podicipediformes","Rollandia rolland"
"4029","Tachybaptus dominicus","Podicipedidae","Podicipediformes","Least Grebe",1.58066521926667,"Tachybaptus dominicus","Podicipediformes","Tachybaptus dominicus"
"4030","Tachybaptus novaehollandiae","Podicipedidae","Podicipediformes","Australasian Grebe",1.523792333,"Tachybaptus novaehollandiae","Podicipediformes","Tachybaptus novaehollandiae"
"4031","Tachybaptus ruficollis","Podicipedidae","Podicipediformes","Little Grebe",1.65243341827273,"Tachybaptus ruficollis","Podicipediformes","Tachybaptus ruficollis"
"4032","Phoebastria immutabilis","Diomedeidae","Procellariiformes","Laysan Albatross",0.346723753,"Phoebastria immutabilis","Procellariiformes","Phoebastria immutabilis"
"4033","Thalassarche cauta","Diomedeidae","Procellariiformes","White-capped Albatross",0.701089191,"Thalassarche cauta","Procellariiformes","Thalassarche cauta"
"4034","Thalassarche melanophrys","Diomedeidae","Procellariiformes","Black-browed Albatross",0.649841281,"Thalassarche melanophris","Procellariiformes","Thalassarche melanophris"
"4035","Bulweria bulwerii","Procellariidae","Procellariiformes","Bulwer's Petrel",1.615837893,"Bulweria bulwerii","Procellariiformes","Bulweria bulwerii"
"4036","Calonectris diomedea","Procellariidae","Procellariiformes","Cory's Shearwater",1.69722255575,"Calonectris diomedea","Procellariiformes","Calonectris diomedea"
"4037","Calonectris leucomelas","Procellariidae","Procellariiformes","Streaked Shearwater",1.645058,"Calonectris leucomelas","Procellariiformes","Calonectris leucomelas"
"4038","Fulmarus glacialis","Procellariidae","Procellariiformes","Northern Fulmar",1.1699179415,"Fulmarus glacialis","Procellariiformes","Fulmarus glacialis"
"4039","Fulmarus glacialoides","Procellariidae","Procellariiformes","Southern Fulmar",1.673321128,"Fulmarus glacialoides","Procellariiformes","Fulmarus glacialoides"
"4040","Macronectes giganteus","Procellariidae","Procellariiformes","Southern Giant-Petrel",1.526147693,"Macronectes giganteus","Procellariiformes","Macronectes giganteus"
"4041","Procellaria parkinsoni","Procellariidae","Procellariiformes","Parkinson's Petrel",0.009079464,"Procellaria parkinsoni","Procellariiformes","Procellaria parkinsoni"
"4042","Pterodroma cookii","Procellariidae","Procellariiformes","Cook's Petrel",0.141353926,"Pterodroma cookii","Procellariiformes","Pterodroma cookii"
"4043","Puffinus bulleri","Procellariidae","Procellariiformes","Buller's Shearwater",0.072971577,"Ardenna bulleri","Procellariiformes","Ardenna bulleri"
"4044","Puffinus creatopus","Procellariidae","Procellariiformes","Pink-footed Shearwater",0.1974181,"Ardenna creatopus","Procellariiformes","Ardenna creatopus"
"4045","Puffinus gavia","Procellariidae","Procellariiformes","Fluttering Shearwater",0.6606007745,"Puffinus gavia","Procellariiformes","Puffinus gavia"
"4046","Puffinus griseus","Procellariidae","Procellariiformes","Sooty Shearwater",1.0224170592,"Ardenna grisea","Procellariiformes","Ardenna grisea"
"4047","Puffinus mauretanicus","Procellariidae","Procellariiformes","Balearic Shearwater",1.51080020433333,"Puffinus mauretanicus","Procellariiformes","Puffinus mauretanicus"
"4048","Puffinus opisthomelas","Procellariidae","Procellariiformes","Black-vented Shearwater",1.867943736,"Puffinus opisthomelas","Procellariiformes","Puffinus opisthomelas"
"4049","Puffinus pacificus","Procellariidae","Procellariiformes","Wedge-tailed Shearwater",0.963458449666667,"Ardenna pacifica","Procellariiformes","Ardenna pacifica"
"4050","Puffinus puffinus","Procellariidae","Procellariiformes","Manx Shearwater",1.26912125375,"Puffinus puffinus","Procellariiformes","Puffinus puffinus"
"4051","Puffinus tenuirostris","Procellariidae","Procellariiformes","Short-tailed Shearwater",0.430899710666667,"Ardenna tenuirostris","Procellariiformes","Ardenna tenuirostris"
"4052","Puffinus yelkouan","Procellariidae","Procellariiformes","Yelkouan Shearwater",2.51750502133333,"Puffinus yelkouan","Procellariiformes","Puffinus yelkouan"
"4053","Agapornis pullarius","Psittacidae","Psittaciformes","Red-headed Lovebird",0.57029462,"Agapornis pullarius","Psittaciformes","Agapornis pullarius"
"4054","Agapornis roseicollis","Psittacidae","Psittaciformes","Rosy-faced Lovebird",3.386599396,"Agapornis roseicollis","Psittaciformes","Agapornis roseicollis"
"4055","Agapornis taranta","Psittacidae","Psittaciformes","Black-winged Lovebird",2.162082396,"Agapornis taranta","Psittaciformes","Agapornis taranta"
"4056","Alipiopsitta xanthops","Psittacidae","Psittaciformes","Yellow-faced Parrot",1.748643798,"Alipiopsitta xanthops","Psittaciformes","Alipiopsitta xanthops"
"4057","Alisterus scapularis","Psittacidae","Psittaciformes","Australian King-Parrot",1.02946095233333,"Alisterus scapularis","Psittaciformes","Alisterus scapularis"
"4058","Amazona aestiva","Psittacidae","Psittaciformes","Turquoise-fronted Parrot",2.86741547566667,"Amazona aestiva","Psittaciformes","Amazona aestiva"
"4059","Amazona agilis","Psittacidae","Psittaciformes","Black-billed Parrot",0.661413677,"Amazona agilis","Psittaciformes","Amazona agilis"
"4060","Amazona albifrons","Psittacidae","Psittaciformes","White-fronted Parrot",1.2309977698,"Amazona albifrons","Psittaciformes","Amazona albifrons"
"4061","Amazona amazonica","Psittacidae","Psittaciformes","Orange-winged Parrot",2.1497903425,"Amazona amazonica","Psittaciformes","Amazona amazonica"
"4062","Amazona autumnalis","Psittacidae","Psittaciformes","Red-lored Parrot",2.13361623233333,"Amazona autumnalis","Psittaciformes","Amazona autumnalis"
"4063","Amazona brasiliensis","Psittacidae","Psittaciformes","Red-tailed Parrot",1.243669746,"Amazona brasiliensis","Psittaciformes","Amazona brasiliensis"
"4064","Amazona collaria","Psittacidae","Psittaciformes","Yellow-billed Parrot",1.182072824,"Amazona collaria","Psittaciformes","Amazona collaria"
"4065","Amazona farinosa","Psittacidae","Psittaciformes","Mealy Parrot",0.585175544666667,"Amazona farinosa","Psittaciformes","Amazona farinosa"
"4066","Amazona festiva","Psittacidae","Psittaciformes","Festive Parrot",1.9556267555,"Amazona festiva","Psittaciformes","Amazona festiva"
"4067","Amazona finschi","Psittacidae","Psittaciformes","Lilac-crowned Parrot",2.7247952225,"Amazona finschi","Psittaciformes","Amazona finschi"
"4068","Amazona mercenaria","Psittacidae","Psittaciformes","Scaly-naped Parrot",0.0378706315,"Amazona mercenarius","Psittaciformes","Amazona mercenarius"
"4069","Amazona ochrocephala","Psittacidae","Psittaciformes","Yellow-crowned Parrot",2.3300548792,"Amazona ochrocephala","Psittaciformes","Amazona ochrocephala"
"4070","Amazona oratrix","Psittacidae","Psittaciformes","Yellow-headed Parrot",3.27701548,"Amazona oratrix","Psittaciformes","Amazona oratrix"
"4071","Amazona ventralis","Psittacidae","Psittaciformes","Hispaniolan Parrot",2.647531175,"Amazona ventralis","Psittaciformes","Amazona ventralis"
"4072","Amazona viridigenalis","Psittacidae","Psittaciformes","Red-crowned Parrot",2.2691517985,"Amazona viridigenalis","Psittaciformes","Amazona viridigenalis"
"4073","Aprosmictus erythropterus","Psittacidae","Psittaciformes","Red-winged Parrot",0.7584837575,"Aprosmictus erythropterus","Psittaciformes","Aprosmictus erythropterus"
"4074","Ara ararauna","Psittacidae","Psittaciformes","Blue-and-yellow Macaw",1.6566742614,"Ara ararauna","Psittaciformes","Ara ararauna"
"4075","Ara chloropterus","Psittacidae","Psittaciformes","Red-and-green Macaw",2.70777507066667,"Ara chloropterus","Psittaciformes","Ara chloropterus"
"4076","Ara macao","Psittacidae","Psittaciformes","Scarlet Macaw",1.5087993115,"Ara macao","Psittaciformes","Ara macao"
"4077","Ara militaris","Psittacidae","Psittaciformes","Military Macaw",0.062957305,"Ara militaris","Psittaciformes","Ara militaris"
"4078","Ara severus","Psittacidae","Psittaciformes","Chestnut-fronted Macaw",1.4055722135,"Ara severus","Psittaciformes","Ara severus"
"4079","Aratinga acuticaudata","Psittacidae","Psittaciformes","Blue-crowned Parakeet",2.2439379092,"Thectocercus acuticaudatus","Psittaciformes","Psittacara acuticaudatus"
"4080","Aratinga aurea","Psittacidae","Psittaciformes","Peach-fronted Parakeet",1.6418794585,"Eupsittula aurea","Psittaciformes","Eupsittula aurea"
"4081","Aratinga auricapillus","Psittacidae","Psittaciformes","Golden-capped Parakeet",2.60857588,"Aratinga auricapillus","Psittaciformes","Aratinga auricapillus"
"4082","Aratinga cactorum","Psittacidae","Psittaciformes","Cactus Parakeet",1.79126218,"Eupsittula cactorum","Psittaciformes","Eupsittula cactorum"
"4083","Aratinga canicularis","Psittacidae","Psittaciformes","Orange-fronted Parakeet",1.18707626725,"Eupsittula canicularis","Psittaciformes","Eupsittula canicularis"
"4084","Aratinga chloroptera","Psittacidae","Psittaciformes","Hispaniolan Parakeet",3.656241016,"Psittacara chloropterus","Psittaciformes","Psittacara chloropterus"
"4085","Aratinga erythrogenys","Psittacidae","Psittaciformes","Red-masked Parakeet",2.6045657486,"Psittacara erythrogenys","Psittaciformes","Psittacara erythrogenys"
"4086","Aratinga finschi","Psittacidae","Psittaciformes","Crimson-fronted Parakeet",3.316590611,"Psittacara finschi","Psittaciformes","Psittacara finschi"
"4087","Aratinga holochlora","Psittacidae","Psittaciformes","Green Parakeet",3.443845175,"Psittacara holochlorus","Psittaciformes","Psittacara holochlorus"
"4088","Aratinga leucophthalma","Psittacidae","Psittaciformes","White-eyed Parakeet",2.06806095009091,"Psittacara leucophthalmus","Psittaciformes","Psittacara leucophthalmus"
"4089","Aratinga mitrata","Psittacidae","Psittaciformes","Mitred Parakeet",1.8648833672,"Psittacara mitratus","Psittaciformes","Psittacara mitratus"
"4090","Aratinga nana","Psittacidae","Psittaciformes","Olive-throated Parakeet",0.94209199825,"Eupsittula nana","Psittaciformes","Eupsittula nana"
"4091","Aratinga pertinax","Psittacidae","Psittaciformes","Brown-throated Parakeet",2.0179210648,"Eupsittula pertinax","Psittaciformes","Eupsittula pertinax"
"4092","Aratinga wagleri","Psittacidae","Psittaciformes","Scarlet-fronted Parakeet",3.4380798905,"Psittacara wagleri","Psittaciformes","Psittacara wagleri"
"4093","Aratinga weddellii","Psittacidae","Psittaciformes","Dusky-headed Parakeet",0.746926481,"Aratinga weddellii","Psittaciformes","Aratinga weddellii"
"4094","Barnardius zonarius","Psittacidae","Psittaciformes","Australian Ringneck",0.769682851,"Barnardius zonarius","Psittaciformes","Barnardius zonarius"
"4095","Bolbopsittacus lunulatus","Psittacidae","Psittaciformes","Guaiabero",0.992563242,"Bolbopsittacus lunulatus","Psittaciformes","Bolbopsittacus lunulatus"
"4096","Bolborhynchus lineola","Psittacidae","Psittaciformes","Barred Parakeet",0.465232197,"Bolborhynchus lineola","Psittaciformes","Bolborhynchus lineola"
"4097","Bolborhynchus orbygnesius","Psittacidae","Psittaciformes","Andean Parakeet",0.181800718,"Bolborhynchus orbygnesius","Psittaciformes","Bolborhynchus orbygnesius"
"4098","Brotogeris chiriri","Psittacidae","Psittaciformes","Yellow-chevroned Parakeet",2.8664426149,"Brotogeris chiriri","Psittaciformes","Brotogeris chiriri"
"4099","Brotogeris chrysoptera","Psittacidae","Psittaciformes","Golden-winged Parakeet",1.298566836,"Brotogeris chrysoptera","Psittaciformes","Brotogeris chrysoptera"
"4100","Brotogeris cyanoptera","Psittacidae","Psittaciformes","Cobalt-winged Parakeet",0.453350029666667,"Brotogeris cyanoptera","Psittaciformes","Brotogeris cyanoptera"
"4101","Brotogeris jugularis","Psittacidae","Psittaciformes","Orange-chinned Parakeet",1.92681355483333,"Brotogeris jugularis","Psittaciformes","Brotogeris jugularis"
"4102","Brotogeris pyrrhoptera","Psittacidae","Psittaciformes","Gray-cheeked Parakeet",2.184281493,"Brotogeris pyrrhoptera","Psittaciformes","Brotogeris pyrrhoptera"
"4103","Brotogeris sanctithomae","Psittacidae","Psittaciformes","Tui Parakeet",0.816055224,"Brotogeris sanctithomae","Psittaciformes","Brotogeris sanctithomae"
"4104","Brotogeris tirica","Psittacidae","Psittaciformes","Plain Parakeet",3.726754071,"Brotogeris tirica","Psittaciformes","Brotogeris tirica"
"4105","Brotogeris versicolurus","Psittacidae","Psittaciformes","White-winged Parakeet",3.08637384,"Brotogeris versicolurus","Psittaciformes","Brotogeris versicolurus"
"4106","Cacatua galerita","Psittacidae","Psittaciformes","Sulphur-crested Cockatoo",1.264616771,"Cacatua galerita","Psittaciformes","Cacatua galerita"
"4107","Cacatua goffiniana","Psittacidae","Psittaciformes","Tanimbar Corella",3.454350542,"Cacatua goffiniana","Psittaciformes","Cacatua goffiniana"
"4108","Cacatua roseicapilla","Psittacidae","Psittaciformes","Galah",1.4155647445,"Eolophus roseicapilla","Psittaciformes","Eolophus roseicapilla"
"4109","Cacatua sanguinea","Psittacidae","Psittaciformes","Little Corella",1.82055550757143,"Cacatua sanguinea","Psittaciformes","Cacatua sanguinea"
"4110","Cacatua sulphurea","Psittacidae","Psittaciformes","Yellow-crested Cockatoo",3.972031933,"Cacatua sulphurea","Psittaciformes","Cacatua sulphurea"
"4111","Cacatua tenuirostris","Psittacidae","Psittaciformes","Long-billed Corella",1.80284788616667,"Cacatua tenuirostris","Psittaciformes","Cacatua tenuirostris"
"4112","Callocephalon fimbriatum","Psittacidae","Psittaciformes","Gang-gang Cockatoo",0.829915623,"Callocephalon fimbriatum","Psittaciformes","Callocephalon fimbriatum"
"4113","Calyptorhynchus banksii","Psittacidae","Psittaciformes","Red-tailed Black-Cockatoo",1.34773603266667,"Calyptorhynchus banksii","Psittaciformes","Calyptorhynchus banksii"
"4114","Calyptorhynchus lathami","Psittacidae","Psittaciformes","Glossy Black-Cockatoo",0.4701012005,"Calyptorhynchus lathami","Psittaciformes","Calyptorhynchus lathami"
"4115","Coracopsis nigra","Psittacidae","Psittaciformes","Lesser Vasa Parrot",0.207099969,"Coracopsis nigra","Psittaciformes","Coracopsis nigra"
"4116","Cyanoliseus patagonus","Psittacidae","Psittaciformes","Burrowing Parakeet",1.07302162725,"Cyanoliseus patagonus","Psittaciformes","Cyanoliseus patagonus"
"4117","Cyanoramphus novaezelandiae","Psittacidae","Psittaciformes","Red-crowned Parakeet",0.051752591,"Cyanoramphus novaezelandiae","Psittaciformes","Cyanoramphus novaezelandiae"
"4118","Deroptyus accipitrinus","Psittacidae","Psittaciformes","Red-fan Parrot",2.112418822,"Deroptyus accipitrinus","Psittaciformes","Deroptyus accipitrinus"
"4119","Diopsittaca nobilis","Psittacidae","Psittaciformes","Red-shouldered Macaw",2.152208292,"Diopsittaca nobilis","Psittaciformes","Diopsittaca nobilis"
"4120","Enicognathus ferrugineus","Psittacidae","Psittaciformes","Austral Parakeet",0.9645927515,"Enicognathus ferrugineus","Psittaciformes","Enicognathus ferrugineus"
"4121","Enicognathus leptorhynchus","Psittacidae","Psittaciformes","Slender-billed Parakeet",0.95601688,"Enicognathus leptorhynchus","Psittaciformes","Enicognathus leptorhynchus"
"4122","Forpus coelestis","Psittacidae","Psittaciformes","Pacific Parrotlet",2.125847806,"Forpus coelestis","Psittaciformes","Forpus coelestis"
"4123","Forpus conspicillatus","Psittacidae","Psittaciformes","Spectacled Parrotlet",1.253669013,"Forpus conspicillatus","Psittaciformes","Forpus conspicillatus"
"4124","Forpus cyanopygius","Psittacidae","Psittaciformes","Mexican Parrotlet",0.577898054,"Forpus cyanopygius","Psittaciformes","Forpus cyanopygius"
"4125","Forpus passerinus","Psittacidae","Psittaciformes","Green-rumped Parrotlet",1.795344411,"Forpus passerinus","Psittaciformes","Forpus passerinus"
"4126","Forpus xanthopterygius","Psittacidae","Psittaciformes","Cobalt-rumped Parrotlet",2.50163983366667,"Forpus xanthopterygius","Psittaciformes","Forpus xanthopterygius"
"4127","Glossopsitta concinna","Psittacidae","Psittaciformes","Musk Lorikeet",1.7025982642,"Glossopsitta concinna","Psittaciformes","Glossopsitta concinna"
"4128","Glossopsitta porphyrocephala","Psittacidae","Psittaciformes","Purple-crowned Lorikeet",0.709489813666667,"Parvipsitta porphyrocephala","Psittaciformes","Glossopsitta porphyrocephala"
"4129","Glossopsitta pusilla","Psittacidae","Psittaciformes","Little Lorikeet",1.40835212866667,"Parvipsitta pusilla","Psittaciformes","Glossopsitta pusilla"
"4130","Graydidascalus brachyurus","Psittacidae","Psittaciformes","Short-tailed Parrot",0.303302974,"Graydidascalus brachyurus","Psittaciformes","Graydidascalus brachyurus"
"4131","Lathamus discolor","Psittacidae","Psittaciformes","Swift Parrot",1.085412447,"Lathamus discolor","Psittaciformes","Lathamus discolor"
"4132","Loriculus galgulus","Psittacidae","Psittaciformes","Blue-crowned Hanging-Parrot",3.434412212,"Loriculus galgulus","Psittaciformes","Loriculus galgulus"
"4133","Loriculus philippensis","Psittacidae","Psittaciformes","Philippine Hanging-Parrot",1.957589083,"Loriculus philippensis","Psittaciformes","Loriculus philippensis"
"4134","Loriculus vernalis","Psittacidae","Psittaciformes","Vernal Hanging-Parrot",0.291497801,"Loriculus vernalis","Psittaciformes","Loriculus vernalis"
"4135","Myiopsitta monachus","Psittacidae","Psittaciformes","Monk Parakeet",3.43574646547368,"Myiopsitta monachus","Psittaciformes","Myiopsitta monachus"
"4136","Nandayus nenday","Psittacidae","Psittaciformes","Nanday Parakeet",2.39863945725,"Aratinga nenday","Psittaciformes","Aratinga nenday"
"4137","Neophema chrysostoma","Psittacidae","Psittaciformes","Blue-winged Parrot",0.2425324975,"Neophema chrysostoma","Psittaciformes","Neophema chrysostoma"
"4138","Neophema elegans","Psittacidae","Psittaciformes","Elegant Parrot",0.3666362465,"Neophema elegans","Psittaciformes","Neophema elegans"
"4139","Nestor meridionalis","Psittacidae","Psittaciformes","New Zealand Kaka",0.069940142,"Nestor meridionalis","Psittaciformes","Nestor meridionalis"
"4140","Northiella haematogaster","Psittacidae","Psittaciformes","Greater Bluebonnet",0.098302649,"Northiella haematogaster","Psittaciformes","Northiella haematogaster"
"4141","Nymphicus hollandicus","Psittacidae","Psittaciformes","Cockatiel",0.237880905,"Nymphicus hollandicus","Psittaciformes","Nymphicus hollandicus"
"4142","Orthopsittaca manilata","Psittacidae","Psittaciformes","Red-bellied Macaw",2.13394684275,"Orthopsittaca manilatus","Psittaciformes","Orthopsittaca manilatus"
"4143","Pionites melanocephalus","Psittacidae","Psittaciformes","Black-headed Parrot",0.097227865,"Pionites melanocephalus","Psittaciformes","Pionites melanocephalus"
"4144","Pionopsitta pileata","Psittacidae","Psittaciformes","Pileated Parrot",1.401228153,"Pionopsitta pileata","Psittaciformes","Pionopsitta pileata"
"4145","Pionus chalcopterus","Psittacidae","Psittaciformes","Bronze-winged Parrot",0.089440853,"Pionus chalcopterus","Psittaciformes","Pionus chalcopterus"
"4146","Pionus fuscus","Psittacidae","Psittaciformes","Dusky Parrot",1.596759934,"Pionus fuscus","Psittaciformes","Pionus fuscus"
