,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
483,Puffinus pacificus,Ardenna pacifica,Ardenna pacifica,Procellariidae (Shearwaters and Petrels),Wedge-tailed Shearwater,0.96345845,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
484,Puffinus bulleri,Ardenna bulleri,Ardenna bulleri,Procellariidae (Shearwaters and Petrels),Buller's Shearwater,0.072971577,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
485,Puffinus griseus,Ardenna grisea,Ardenna grisea,Procellariidae (Shearwaters and Petrels),Sooty Shearwater,1.022417059,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
486,Puffinus tenuirostris,Ardenna tenuirostris,Ardenna tenuirostris,Procellariidae (Shearwaters and Petrels),Short-tailed Shearwater,0.430899711,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
487,Puffinus puffinus,Puffinus puffinus,Puffinus puffinus,Procellariidae (Shearwaters and Petrels),Manx Shearwater,1.269121254,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
488,Puffinus yelkouan,Puffinus yelkouan,Puffinus yelkouan,Procellariidae (Shearwaters and Petrels),Yelkouan Shearwater,2.517505021,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
489,Puffinus mauretanicus,Puffinus mauretanicus,Puffinus mauretanicus,Procellariidae (Shearwaters and Petrels),Balearic Shearwater,1.510800204,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
490,Puffinus opisthomelas,Puffinus opisthomelas,Puffinus opisthomelas,Procellariidae (Shearwaters and Petrels),Black-vented Shearwater,1.867943736,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
491,Puffinus gavia,Puffinus gavia,Puffinus gavia,Procellariidae (Shearwaters and Petrels),Fluttering Shearwater,0.660600775,NA,NA,NA,NA,Procellariidae,195,(Shearwaters and Petrels),Yes,
492,Anastomus oscitans,Anastomus oscitans,Anastomus oscitans,Ciconiidae (Storks),Asian Openbill,1.461383332,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
493,Anastomus lamelligerus,Anastomus lamelligerus,Anastomus lamelligerus,Ciconiidae (Storks),African Openbill,0.871997699,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
494,Ciconia nigra,Ciconia nigra,Ciconia nigra,Ciconiidae (Storks),Black Stork,0.970200358,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
495,Ciconia maguari,Ciconia maguari,Ciconia maguari,Ciconiidae (Storks),Maguari Stork,1.445271469,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
496,Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,Ciconiidae (Storks),White Stork,1.248975525,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
497,Ciconia boyciana,Ciconia boyciana,Ciconia boyciana,Ciconiidae (Storks),Oriental Stork,2.26216042,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
498,Ephippiorhynchus asiaticus,Ephippiorhynchus asiaticus,Ephippiorhynchus asiaticus,Ciconiidae (Storks),Black-necked Stork,1.064525413,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
499,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,Ciconiidae (Storks),Lesser Adjutant,1.059258703,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
500,Leptoptilos crumeniferus,Leptoptilos crumenifer,Leptoptilos crumenifer,Ciconiidae (Storks),Marabou Stork,1.517579824,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
501,Mycteria americana,Mycteria americana,Mycteria americana,Ciconiidae (Storks),Wood Stork,1.253031132,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
502,Mycteria cinerea,Mycteria cinerea,Mycteria cinerea,Ciconiidae (Storks),Milky Stork,2.213089959,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
503,Mycteria ibis,Mycteria ibis,Mycteria ibis,Ciconiidae (Storks),Yellow-billed Stork,0.752750003,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
504,Mycteria leucocephala,Mycteria leucocephala,Mycteria leucocephala,Ciconiidae (Storks),Painted Stork,1.580581704,NA,NA,NA,NA,Ciconiidae,126,(Storks),Yes,wetlands - freshwater and saltwater
505,Fregata magnificens,Fregata magnificens,Fregata magnificens,Fregatidae (Frigatebirds),Magnificent Frigatebird,1.738144618,NA,NA,NA,NA,Fregatidae,201,(Frigatebirds),Yes,
506,Fregata minor,Fregata minor,Fregata minor,Fregatidae (Frigatebirds),Great Frigatebird,1.012662194,NA,NA,NA,NA,Fregatidae,201,(Frigatebirds),Yes,
507,Sula dactylatra,Sula dactylatra,Sula dactylatra,Sulidae (Boobies and Gannets),Masked Booby,0.617982808,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
508,Sula nebouxii,Sula nebouxii,Sula nebouxii,Sulidae (Boobies and Gannets),Blue-footed Booby,1.585937308,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
509,Sula variegata,Sula variegata,Sula variegata,Sulidae (Boobies and Gannets),Peruvian Booby,1.377807974,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
510,Sula leucogaster,Sula leucogaster,Sula leucogaster,Sulidae (Boobies and Gannets),Brown Booby,1.354476779,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
511,Sula sula,Sula sula,Sula sula,Sulidae (Boobies and Gannets),Red-footed Booby,0.757673742,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
512,Morus bassanus,Morus bassanus,Morus bassanus,Sulidae (Boobies and Gannets),Northern Gannet,1.42179605,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
513,Morus capensis,Morus capensis,Morus capensis,Sulidae (Boobies and Gannets),Cape Gannet,0.700316809,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
514,Morus serrator,Morus serrator,Morus serrator,Sulidae (Boobies and Gannets),Australasian Gannet,0.857822956,NA,NA,NA,NA,Sulidae,203,(Boobies and Gannets),Yes,
515,Anhinga anhinga,Anhinga anhinga,Anhinga anhinga,Anhingidae (Anhingas),Anhinga,1.96513042,NA,NA,NA,NA,Anhingidae,200,(Anhingas),Yes,brackish water sometimes
516,Anhinga rufa,Anhinga rufa,Anhinga rufa,Anhingidae (Anhingas),African Darter,1.388676016,NA,NA,NA,NA,Anhingidae,200,(Anhingas),Yes,brackish water sometimes
517,Anhinga melanogaster,Anhinga melanogaster,Anhinga melanogaster,Anhingidae (Anhingas),Oriental Darter,1.59222028,NA,NA,NA,NA,Anhingidae,200,(Anhingas),Yes,brackish water sometimes
518,Anhinga novaehollandiae,Anhinga novaehollandiae,Anhinga novaehollandiae,Anhingidae (Anhingas),Australasian Darter,1.621414404,NA,NA,NA,NA,Anhingidae,200,(Anhingas),Yes,brackish water sometimes
519,Phalacrocorax melanoleucos,Microcarbo melanoleucos,Microcarbo melanoleucos,Phalacrocoracidae (Cormorants and Shags),Little Pied Cormorant,1.39847652,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
520,Phalacrocorax africanus,Microcarbo africanus,Microcarbo africanus,Phalacrocoracidae (Cormorants and Shags),Long-tailed Cormorant,1.475040065,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
521,Phalacrocorax coronatus,Microcarbo coronatus,Microcarbo coronatus,Phalacrocoracidae (Cormorants and Shags),Crowned Cormorant,1.326415716,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
522,Phalacrocorax niger,Microcarbo niger,Microcarbo niger,Phalacrocoracidae (Cormorants and Shags),Little Cormorant,1.548174802,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
523,Phalacrocorax pygmeus,Microcarbo pygmaeus,Microcarbo pygmaeus,Phalacrocoracidae (Cormorants and Shags),Pygmy Cormorant,1.221563675,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
524,Phalacrocorax gaimardi,Poikilocarbo gaimardi,Poikilocarbo gaimardi,Phalacrocoracidae (Cormorants and Shags),Red-legged Cormorant,1.589312959,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
525,Phalacrocorax penicillatus,Urile penicillatus,Urile penicillatus,Phalacrocoracidae (Cormorants and Shags),Brandt's Cormorant,1.611494154,Phalacrocorax penicillatus,1.155703512,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
526,Phalacrocorax pelagicus,Urile pelagicus,Urile pelagicus,Phalacrocoracidae (Cormorants and Shags),Pelagic Cormorant,1.597924816,Phalacrocorax pelagicus,-1.335111687,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
527,Phalacrocorax neglectus,Phalacrocorax neglectus,Phalacrocorax neglectus,Phalacrocoracidae (Cormorants and Shags),Bank Cormorant,0.778324426,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
528,Phalacrocorax capensis,Phalacrocorax capensis,Phalacrocorax capensis,Phalacrocoracidae (Cormorants and Shags),Cape Cormorant,1.438888386,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
529,Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocoracidae (Cormorants and Shags),Great Cormorant,1.688180934,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
530,Phalacrocorax capillatus,Phalacrocorax capillatus,Phalacrocorax capillatus,Phalacrocoracidae (Cormorants and Shags),Japanese Cormorant,1.887160409,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
531,Phalacrocorax nigrogularis,Phalacrocorax nigrogularis,Phalacrocorax nigrogularis,Phalacrocoracidae (Cormorants and Shags),Socotra Cormorant,2.730213916,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
532,Phalacrocorax punctatus,Phalacrocorax punctatus,Phalacrocorax punctatus,Phalacrocoracidae (Cormorants and Shags),Spotted Shag,0.374053535,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
533,Phalacrocorax fuscicollis,Phalacrocorax fuscicollis,Phalacrocorax fuscicollis,Phalacrocoracidae (Cormorants and Shags),Indian Cormorant,1.747773749,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
534,Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,Phalacrocorax sulcirostris,Phalacrocoracidae (Cormorants and Shags),Little Black Cormorant,1.539395145,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
535,Phalacrocorax varius,Phalacrocorax varius,Phalacrocorax varius,Phalacrocoracidae (Cormorants and Shags),Pied Cormorant,1.130418644,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
536,Phalacrocorax fuscescens,Phalacrocorax fuscescens,Phalacrocorax fuscescens,Phalacrocoracidae (Cormorants and Shags),Black-faced Cormorant,0.757196908,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
537,Phalacrocorax aristotelis,Gulosus aristotelis,Gulosus aristotelis,Phalacrocoracidae (Cormorants and Shags),European Shag,1.795368512,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
538,Phalacrocorax auritus,Nannopterum auritum,Nannopterum auritus,Phalacrocoracidae (Cormorants and Shags),Double-crested Cormorant,1.79504617,Phalacrocorax auritus,2.187595128,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
539,Phalacrocorax brasilianus,Nannopterum brasilianum,Nannopterum brasilianus,Phalacrocoracidae (Cormorants and Shags),Neotropic Cormorant,1.848440155,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
540,Phalacrocorax magellanicus,Leucocarbo magellanicus,Leucocarbo magellanicus,Phalacrocoracidae (Cormorants and Shags),Magellanic Cormorant,1.028542646,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
541,Phalacrocorax bougainvillii,Leucocarbo bougainvillii,Leucocarbo bougainvilliorum,Phalacrocoracidae (Cormorants and Shags),Guanay Cormorant,2.072543736,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
542,Phalacrocorax atriceps,Leucocarbo atriceps,Leucocarbo atriceps,Phalacrocoracidae (Cormorants and Shags),Imperial Cormorant,1.247863274,NA,NA,NA,NA,Phalacrocoracidae,202,(Cormorants and Shags),Yes,
543,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanidae (Pelicans),American White Pelican,1.497187151,Pelecanus erythrorhynchos,-0.56147504,NA,NA,Pelecanidae,95,(Pelicans),Yes,
544,Pelecanus occidentalis,Pelecanus occidentalis,Pelecanus occidentalis,Pelecanidae (Pelicans),Brown Pelican,1.841069787,Pelecanus occidentalis,-0.152842351,NA,NA,Pelecanidae,95,(Pelicans),Yes,
545,Pelecanus thagus,Pelecanus thagus,Pelecanus thagus,Pelecanidae (Pelicans),Peruvian Pelican,1.558466634,NA,NA,NA,NA,Pelecanidae,95,(Pelicans),Yes,
546,Pelecanus onocrotalus,Pelecanus onocrotalus,Pelecanus onocrotalus,Pelecanidae (Pelicans),Great White Pelican,1.502656037,NA,NA,NA,NA,Pelecanidae,95,(Pelicans),Yes,
547,Pelecanus conspicillatus,Pelecanus conspicillatus,Pelecanus conspicillatus,Pelecanidae (Pelicans),Australian Pelican,1.26782652,NA,NA,NA,NA,Pelecanidae,95,(Pelicans),Yes,
548,Pelecanus rufescens,Pelecanus rufescens,Pelecanus rufescens,Pelecanidae (Pelicans),Pink-backed Pelican,1.157265617,NA,NA,NA,NA,Pelecanidae,95,(Pelicans),Yes,
549,Pelecanus philippensis,Pelecanus philippensis,Pelecanus philippensis,Pelecanidae (Pelicans),Spot-billed Pelican,1.531258974,NA,NA,NA,NA,Pelecanidae,95,(Pelicans),Yes,
550,Botaurus pinnatus,Botaurus pinnatus,Botaurus pinnatus,"Ardeidae (Herons, Egrets, and Bitterns)",Pinnated Bittern,3.89296254,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
551,Botaurus lentiginosus,Botaurus lentiginosus,Botaurus lentiginosus,"Ardeidae (Herons, Egrets, and Bitterns)",American Bittern,1.225862137,Botaurus lentiginosus,-1.060754601,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
552,Botaurus stellaris,Botaurus stellaris,Botaurus stellaris,"Ardeidae (Herons, Egrets, and Bitterns)",Great Bittern,0.543869294,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
553,Botaurus poiciloptilus,Botaurus poiciloptilus,Botaurus poiciloptilus,"Ardeidae (Herons, Egrets, and Bitterns)",Australasian Bittern,0.030413658,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
554,Ixobrychus sinensis,Ixobrychus sinensis,Ixobrychus sinensis,"Ardeidae (Herons, Egrets, and Bitterns)",Yellow Bittern,1.897172599,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
555,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus,"Ardeidae (Herons, Egrets, and Bitterns)",Little Bittern,1.840840923,NA,NA,Ixobrychus minutus,U,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
556,Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,"Ardeidae (Herons, Egrets, and Bitterns)",Cinnamon Bittern,1.955838002,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
557,Ixobrychus flavicollis,Ixobrychus flavicollis,Ixobrychus flavicollis,"Ardeidae (Herons, Egrets, and Bitterns)",Black Bittern,2.215121058,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
558,Ixobrychus exilis,Ixobrychus exilis,Ixobrychus exilis,"Ardeidae (Herons, Egrets, and Bitterns)",Least Bittern,1.824398979,Ixobrychus exilis,0.980183627,Ixobrychus exilis,N,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
559,Ixobrychus involucris,Ixobrychus involucris,Ixobrychus involucris,"Ardeidae (Herons, Egrets, and Bitterns)",Stripe-backed Bittern,2.384410626,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
560,Tigrisoma lineatum,Tigrisoma lineatum,Tigrisoma lineatum,"Ardeidae (Herons, Egrets, and Bitterns)",Rufescent Tiger-Heron,1.86395331,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
561,Tigrisoma fasciatum,Tigrisoma fasciatum,Tigrisoma fasciatum,"Ardeidae (Herons, Egrets, and Bitterns)",Fasciated Tiger-Heron,0.574282065,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",No,no mention of coastal habitat 
562,Tigrisoma mexicanum,Tigrisoma mexicanum,Tigrisoma mexicanum,"Ardeidae (Herons, Egrets, and Bitterns)",Bare-throated Tiger-Heron,0.782969074,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
563,Ardea herodias,Ardea herodias,Ardea herodias,"Ardeidae (Herons, Egrets, and Bitterns)",Great Blue Heron,1.619159269,Ardea herodias,2.046111681,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
564,Ardea cinerea,Ardea cinerea,Ardea cinerea,"Ardeidae (Herons, Egrets, and Bitterns)",Gray Heron,1.689177808,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
565,Ardea cocoi,Ardea cocoi,Ardea cocoi,"Ardeidae (Herons, Egrets, and Bitterns)",Cocoi Heron,1.554106896,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
566,Ardea pacifica,Ardea pacifica,Ardea pacifica,"Ardeidae (Herons, Egrets, and Bitterns)",Pacific Heron,0.94900245,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
567,Ardea melanocephala,Ardea melanocephala,Ardea melanocephala,"Ardeidae (Herons, Egrets, and Bitterns)",Black-headed Heron,1.474057232,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
568,Ardea sumatrana,Ardea sumatrana,Ardea sumatrana,"Ardeidae (Herons, Egrets, and Bitterns)",Great-billed Heron,2.079860454,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
569,Ardea goliath,Ardea goliath,Ardea goliath,"Ardeidae (Herons, Egrets, and Bitterns)",Goliath Heron,1.927574085,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
570,Ardea purpurea,Ardea purpurea,Ardea purpurea,"Ardeidae (Herons, Egrets, and Bitterns)",Purple Heron,1.546351675,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
571,Casmerodius albus,Ardea alba,Ardea alba,"Ardeidae (Herons, Egrets, and Bitterns)",Great Egret,1.540427119,Ardea alba,1.675202437,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
572,Mesophoyx intermedia,Ardea intermedia,Ardea intermedia,"Ardeidae (Herons, Egrets, and Bitterns)",Intermediate Egret,1.573330453,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
573,Egretta novaehollandiae,Egretta novaehollandiae,Egretta novaehollandiae,"Ardeidae (Herons, Egrets, and Bitterns)",White-faced Heron,1.108872187,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
574,Egretta eulophotes,Egretta eulophotes,Egretta eulophotes,"Ardeidae (Herons, Egrets, and Bitterns)",Chinese Egret,1.259424229,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
575,Egretta garzetta,Egretta garzetta,Egretta garzetta,"Ardeidae (Herons, Egrets, and Bitterns)",Little Egret,1.625862002,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
576,Egretta gularis,Egretta gularis,Egretta gularis,"Ardeidae (Herons, Egrets, and Bitterns)",Western Reef-Heron,1.828672968,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
577,Egretta sacra,Egretta sacra,Egretta sacra,"Ardeidae (Herons, Egrets, and Bitterns)",Pacific Reef-Heron,1.422663019,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
578,Egretta thula,Egretta thula,Egretta thula,"Ardeidae (Herons, Egrets, and Bitterns)",Snowy Egret,1.760404087,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
579,Egretta caerulea,Egretta caerulea,Egretta caerulea,"Ardeidae (Herons, Egrets, and Bitterns)",Little Blue Heron,1.446340851,Egretta caerulea,0.414625538,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
580,Egretta tricolor,Egretta tricolor,Egretta tricolor,"Ardeidae (Herons, Egrets, and Bitterns)",Tricolored Heron,1.638801394,Egretta tricolor,0.527214304,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
581,Egretta rufescens,Egretta rufescens,Egretta rufescens,"Ardeidae (Herons, Egrets, and Bitterns)",Reddish Egret,1.163622122,Egretta rufescens,-0.421680852,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
582,Ardea picata,Egretta picata,Egretta picata,"Ardeidae (Herons, Egrets, and Bitterns)",Pied Heron,0.50746602,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
583,Egretta ardesiaca,Egretta ardesiaca,Egretta ardesiaca,"Ardeidae (Herons, Egrets, and Bitterns)",Black Heron,1.725109976,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
584,Bubulcus ibis,Bubulcus ibis,Bubulcus ibis,"Ardeidae (Herons, Egrets, and Bitterns)",Cattle Egret,1.600395172,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
585,Ardeola ralloides,Ardeola ralloides,Ardeola ralloides,"Ardeidae (Herons, Egrets, and Bitterns)",Squacco Heron,1.509279179,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
586,Ardeola grayii,Ardeola grayii,Ardeola grayii,"Ardeidae (Herons, Egrets, and Bitterns)",Indian Pond-Heron,1.687373664,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,mangroves and tidal areas 
587,Ardeola bacchus,Ardeola bacchus,Ardeola bacchus,"Ardeidae (Herons, Egrets, and Bitterns)",Chinese Pond-Heron,2.427136271,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,mangroves and tidal areas 
588,Ardeola speciosa,Ardeola speciosa,Ardeola speciosa,"Ardeidae (Herons, Egrets, and Bitterns)",Javan Pond-Heron,2.359615841,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,"less often coastal, but still present there "
589,Ardeola idae,Ardeola idae,Ardeola idae,"Ardeidae (Herons, Egrets, and Bitterns)",Malagasy Pond-Heron,1.880322629,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,"less often coastal, but still present there "
590,Butorides virescens,Butorides virescens,Butorides striata,"Ardeidae (Herons, Egrets, and Bitterns)",Green Heron,1.917084958,Butorides virescens,1.919633882,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
591,Butorides striata,Butorides striata,Butorides striata,"Ardeidae (Herons, Egrets, and Bitterns)",Striated Heron,2.050431558,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
592,Syrigma sibilatrix,Syrigma sibilatrix,Syrigma sibilatrix,"Ardeidae (Herons, Egrets, and Bitterns)",Whistling Heron,1.992833607,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
593,Pilherodius pileatus,Pilherodius pileatus,Pilherodius pileatus,"Ardeidae (Herons, Egrets, and Bitterns)",Capped Heron,0.973078027,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
594,Nycticorax nycticorax,Nycticorax nycticorax,Nycticorax nycticorax,"Ardeidae (Herons, Egrets, and Bitterns)",Black-crowned Night-Heron,2.170206677,Nycticorax nycticorax,1.910907505,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
595,Nycticorax caledonicus,Nycticorax caledonicus,Nycticorax caledonicus,"Ardeidae (Herons, Egrets, and Bitterns)",Nankeen Night-Heron,2.124848096,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
596,Nyctanassa violacea,Nyctanassa violacea,Nyctanassa violacea,"Ardeidae (Herons, Egrets, and Bitterns)",Yellow-crowned Night-Heron,2.173020288,Nyctanassa violacea,3.188444071,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
597,Gorsachius melanolophus,Gorsachius melanolophus,Gorsachius melanolophus,"Ardeidae (Herons, Egrets, and Bitterns)",Malayan Night-Heron,3.833163101,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
598,Cochlearius cochlearius,Cochlearius cochlearius,Cochlearius cochlearius,"Ardeidae (Herons, Egrets, and Bitterns)",Boat-billed Heron,1.265660265,NA,NA,NA,NA,Ardeidae,63,"(Herons, Egrets, and Bitterns)",Yes,
599,Eudocimus albus,Eudocimus albus,Eudocimus albus,Threskiornithidae (Ibises and Spoonbills),White Ibis,1.475881062,Eudocimus albus,1.090418309,NA,NA,Threskiornithidae,96,(Ibises and Spoonbills),Yes,some in coastal lagoons
600,Eudocimus ruber,Eudocimus ruber,Eudocimus ruber,Threskiornithidae (Ibises and Spoonbills),Scarlet Ibis,1.913490892,NA,NA,NA,NA,Threskiornithidae,96,(Ibises and Spoonbills),Yes,some in coastal lagoons
601,Plegadis falcinellus,Plegadis falcinellus,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Glossy Ibis,1.459312864,Plegadis falcinellus,0.894004763,NA,NA,Threskiornithidae,96,(Ibises and Spoonbills),Yes,some in coastal lagoons
602,Plegadis chihi,Plegadis chihi,Plegadis chihi,Threskiornithidae (Ibises and Spoonbills),White-faced Ibis,1.404585914,Plegadis chihi,-0.011786467,NA,NA,Threskiornithidae,96,(Ibises and Spoonbills),Yes,some in coastal lagoons
603,Plegadis ridgwayi,Plegadis ridgwayi,Plegadis ridgwayi,Threskiornithidae (Ibises and Spoonbills),Puna Ibis,1.043887662,NA,NA,NA,NA,Threskiornithidae,96,(Ibises and Spoonbills),Yes,some in coastal lagoons
