IOCOrder,BLFamilyLatin,BLFamilyEnglish,Species,Scientific,English,CoastalSp,aveUAI
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_puna,Anas puna,Puna Teal,,0.484651279
Anseriformes,Anatidae,"Ducks, geese and swans",Lophonetta_specularioides,Lophonetta specularioides,Crested Duck,Yes,0.485419234
Anseriformes,Anatidae,"Ducks, geese and swans",Chloephaga_picta,Chloephaga picta,Upland Goose,,0.617243274
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_radjah,Tadorna radjah,Radjah Shelduck,Yes,0.840510308
Anseriformes,Anatidae,"Ducks, geese and swans",Anser_indicus,Anser indicus,Bar-headed Goose,Yes,0.857538816
Anseriformes,Anatidae,"Ducks, geese and swans",Chloephaga_rubidiceps,Chloephaga rubidiceps,Ruddy-headed Goose,Yes,0.885944113
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_variegata,Tadorna variegata,Paradise Shelduck,Yes,0.887279352
Anseriformes,Anatidae,"Ducks, geese and swans",Marmaronetta_angustirostris,Marmaronetta angustirostris,Marbled Teal,Yes,0.922549488
Anseriformes,Anatidae,"Ducks, geese and swans",Biziura_lobata,Biziura lobata,Musk Duck,Yes,0.923523531
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_tadornoides,Tadorna tadornoides,Australian Shelduck,Yes,1.003822003
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_cygnus,Cygnus cygnus,Whooper Swan,Yes,1.090581948
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_nyroca,Aythya nyroca,Ferruginous Duck,Yes,1.116895897
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_eytoni,Dendrocygna eytoni,Plumed Whistling-duck,Yes,1.123033999
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_columbianus,Cygnus columbianus,Tundra Swan,Yes,1.133051755
Anseriformes,Anatidae,"Ducks, geese and swans",Coscoroba_coscoroba,Coscoroba coscoroba,Coscoroba Swan,Yes,1.167379347
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_atratus,Cygnus atratus,Black Swan,Yes,1.193373139
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_undulata,Anas undulata,Yellow-billed Duck,Yes,1.202239451
Anseriformes,Anatidae,"Ducks, geese and swans",Oxyura_australis,Oxyura australis,Blue-billed Duck,Yes,1.210167296
Anseriformes,Anatidae,"Ducks, geese and swans",Chloephaga_poliocephala,Chloephaga poliocephala,Ashy-headed Goose,Yes,1.259010221
Anseriformes,Anatidae,"Ducks, geese and swans",Netta_rufina,Netta rufina,Red-crested Pochard,Yes,1.270245509
Anseriformes,Anatidae,"Ducks, geese and swans",Malacorhynchus_membranaceus,Malacorhynchus membranaceus,Pink-eared Duck,Yes,1.289541634
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_cana,Tadorna cana,South African Shelduck,Yes,1.290385297
Anseriformes,Anatidae,"Ducks, geese and swans",Plectropterus_gambensis,Plectropterus gambensis,Spur-winged Goose,Yes,1.293681213
Anseriformes,Anatidae,"Ducks, geese and swans",Nettapus_coromandelianus,Nettapus coromandelianus,Cotton Pygmy-goose,Yes,1.29839131
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_georgica,Anas georgica,Yellow-billed Pintail,Yes,1.306757827
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_versicolor,Anas versicolor,Silver Teal,Yes,1.321946419
Anseriformes,Anatidae,"Ducks, geese and swans",Netta_peposaca,Netta peposaca,Rosy-billed Pochard,Yes,1.349928873
Anseriformes,Anatidae,"Ducks, geese and swans",Branta_leucopsis,Branta leucopsis,Barnacle Goose,Yes,1.359123395
Anseriformes,Anatidae,"Ducks, geese and swans",Thalassornis_leuconotus,Thalassornis leuconotus,White-backed Duck,Yes,1.361765305
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_javanica,Dendrocygna javanica,Lesser Whistling-duck,Yes,1.372706426
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_querquedula,Anas querquedula,Garganey,Yes,1.381836045
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_cyanoptera,Anas cyanoptera,Cinnamon Teal,Yes,1.389446169
Anseriformes,Anatidae,"Ducks, geese and swans",Nettapus_pulchellus,Nettapus pulchellus,Green Pygmy-goose,Yes,1.396210761
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_erythrorhyncha,Anas erythrorhyncha,Red-billed Duck,Yes,1.399144245
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_flavirostris,Anas flavirostris,Yellow-billed Teal,Yes,1.400534553
Anseriformes,Anatidae,"Ducks, geese and swans",Mergellus_albellus,Mergellus albellus,Smew,Yes,1.420107886
Anseriformes,Anatidae,"Ducks, geese and swans",Anser_albifrons,Anser albifrons,Greater White-fronted Goose,Yes,1.422496831
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_bahamensis,Anas bahamensis,White-cheeked Pintail,Yes,1.429710393
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_buccinator,Cygnus buccinator,Trumpeter Swan,Yes,1.448204583
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_melancoryphus,Cygnus melancoryphus,Black-necked Swan,Yes,1.453858895
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_acuta,Anas acuta,Northern Pintail,Yes,1.455304569
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_arcuata,Dendrocygna arcuata,Wandering Whistling-duck,Yes,1.455629304
Anseriformes,Anatidae,"Ducks, geese and swans",Somateria_mollissima,Somateria mollissima,Common Eider,Yes,1.461012584
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_platalea,Anas platalea,Red Shoveler,Yes,1.469769585
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_tadorna,Tadorna tadorna,Common Shelduck,Yes,1.478695686
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_penelope,Anas penelope,Eurasian Wigeon,Yes,1.487227459
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_capensis,Anas capensis,Cape Teal,Yes,1.496115375
Anseriformes,Anatidae,"Ducks, geese and swans",Stictonetta_naevosa,Stictonetta naevosa,Freckled Duck,Yes,1.496760553
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_novaeseelandiae,Aythya novaeseelandiae,New Zealand Scaup,Yes,1.51479562
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_superciliosa,Anas superciliosa,Pacific Black Duck,Yes,1.539253723
Anseriformes,Anatidae,"Ducks, geese and swans",Cairina_moschata,Cairina moschata,Muscovy Duck,Yes,1.542396515
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_fulvigula,Anas fulvigula,Mottled Duck,Yes,1.580106454
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_discors,Anas discors,Blue-winged Teal,Yes,1.581460779
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_strepera,Anas strepera,Gadwall,Yes,1.608340407
Anseriformes,Anatidae,"Ducks, geese and swans",Chen_caerulescens,Chen caerulescens,Snow Goose,Yes,1.612144126
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_australis,Aythya australis,Hardhead,Yes,1.62357518
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_ferina,Aythya ferina,Common Pochard,Yes,1.624212925
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_clypeata,Anas clypeata,Northern Shoveler,Yes,1.636677209
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_melleri,Anas melleri,Meller's Duck,Yes,1.637810119
Anseriformes,Anatidae,"Ducks, geese and swans",Anser_brachyrhynchus,Anser brachyrhynchus,Pink-footed Goose,Yes,1.670812293
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_castanea,Anas castanea,Chestnut Teal,Yes,1.681237035
Anseriformes,Anatidae,"Ducks, geese and swans",Chen_rossii,Chen rossii,Ross's Goose,Yes,1.688490277
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_smithii,Anas smithii,Cape Shoveler,Yes,1.688535034
Anseriformes,Anatidae,"Ducks, geese and swans",Tadorna_ferruginea,Tadorna ferruginea,Ruddy Shelduck,Yes,1.694934147
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_americana,Anas americana,American Wigeon,Yes,1.715832214
Anseriformes,Anatidae,"Ducks, geese and swans",Cygnus_olor,Cygnus olor,Mute Swan,Yes,1.717957775
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_sibilatrix,Anas sibilatrix,Chiloe Wigeon,Yes,1.7213125
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_viduata,Dendrocygna viduata,White-faced Whistling-duck,Yes,1.723797592
Anseriformes,Anatidae,"Ducks, geese and swans",Mergus_serrator,Mergus serrator,Red-breasted Merganser,Yes,1.724439486
Anseriformes,Anatidae,"Ducks, geese and swans",Oxyura_jamaicensis,Oxyura jamaicensis,Ruddy Duck,Yes,1.735478002
Anseriformes,Anatidae,"Ducks, geese and swans",Melanitta_perspicillata,Melanitta perspicillata,Surf Scoter,Yes,1.751389413
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_bicolor,Dendrocygna bicolor,Fulvous Whistling-duck,Yes,1.758863086
Anseriformes,Anatidae,"Ducks, geese and swans",Bucephala_albeola,Bucephala albeola,Bufflehead,Yes,1.764316976
Anseriformes,Anatidae,"Ducks, geese and swans",Clangula_hyemalis,Clangula hyemalis,Long-tailed Duck,Yes,1.7954765
Anseriformes,Anatidae,"Ducks, geese and swans",Mergus_merganser,Mergus merganser,Common Merganser,Yes,1.796518556
Anseriformes,Anatidae,"Ducks, geese and swans",Callonetta_leucophrys,Callonetta leucophrys,Ringed Teal,Yes,1.810459088
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_americana,Aythya americana,Redhead,Yes,1.811467143
Anseriformes,Anatidae,"Ducks, geese and swans",Melanitta_fusca,Melanitta fusca,White-winged Scoter,Yes,1.815272691
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_autumnalis,Dendrocygna autumnalis,Black-bellied Whistling-duck,Yes,1.81844448
Anseriformes,Anatidae,"Ducks, geese and swans",Oxyura_vittata,Oxyura vittata,Lake Duck,,1.820503804
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_affinis,Aythya affinis,Lesser Scaup,Yes,1.83437067
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_collaris,Aythya collaris,Ring-necked Duck,Yes,1.837686256
Anseriformes,Anatidae,"Ducks, geese and swans",Oxyura_maccoa,Oxyura maccoa,Maccoa Duck,Yes,1.840798975
Anseriformes,Anatidae,"Ducks, geese and swans",Bucephala_clangula,Bucephala clangula,Common Goldeneye,Yes,1.85542649
Anseriformes,Anatidae,"Ducks, geese and swans",Amazonetta_brasiliensis,Amazonetta brasiliensis,Brazilian Teal,Yes,1.882545518
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_valisineria,Aythya valisineria,Canvasback,Yes,1.885578099
Anseriformes,Anatidae,"Ducks, geese and swans",Melanitta_nigra,Melanitta nigra,Black Scoter,Yes,1.893550583
Anseriformes,Anatidae,"Ducks, geese and swans",Netta_erythrophthalma,Netta erythrophthalma,Southern Pochard,Yes,1.903545918
Anseriformes,Anatidae,"Ducks, geese and swans",Alopochen_aegyptiaca,Alopochen aegyptiaca,Egyptian Goose,Yes,1.930305236
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_marila,Aythya marila,Greater Scaup,Yes,1.939276154
Anseriformes,Anatidae,"Ducks, geese and swans",Aythya_fuligula,Aythya fuligula,Tufted Duck,Yes,1.943667869
Anseriformes,Anatidae,"Ducks, geese and swans",Aix_sponsa,Aix sponsa,Wood Duck,,1.951865355
Anseriformes,Anatidae,"Ducks, geese and swans",Bucephala_islandica,Bucephala islandica,Barrow's Goldeneye,Yes,1.953687012
Anseriformes,Anatidae,"Ducks, geese and swans",Heteronetta_atricapilla,Heteronetta atricapilla,Black-headed Duck,Yes,1.96177519
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_sparsa,Anas sparsa,African Black Duck,Yes,1.970382216
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_platyrhynchos,Anas platyrhynchos,Mallard,Yes,2.027289854
Anseriformes,Anatidae,"Ducks, geese and swans",Histrionicus_histrionicus,Histrionicus histrionicus,Harlequin Duck,Yes,2.031957704
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_falcata,Anas falcata,Falcated Duck,Yes,2.037956723
Anseriformes,Anatidae,"Ducks, geese and swans",Lophodytes_cucullatus,Lophodytes cucullatus,Hooded Merganser,Yes,2.039399641
Anseriformes,Anatidae,"Ducks, geese and swans",Branta_canadensis,Branta canadensis,Canada Goose,Yes,2.040348807
Anseriformes,Anatidae,"Ducks, geese and swans",Branta_hutchinsii,Branta hutchinsii,Cackling Goose,Yes,2.050304961
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_rubripes,Anas rubripes,American Black Duck,Yes,2.08335016
Anseriformes,Anatidae,"Ducks, geese and swans",Dendrocygna_arborea,Dendrocygna arborea,West Indian Whistling-duck,Yes,2.525220171
Anseriformes,Anatidae,"Ducks, geese and swans",Aix_galericulata,Aix galericulata,Mandarin Duck,Yes,2.590875574
Anseriformes,Anatidae,"Ducks, geese and swans",Somateria_spectabilis,Somateria spectabilis,King Eider,Yes,2.698603956
Anseriformes,Anatidae,"Ducks, geese and swans",Anser_cygnoides,Anser cygnoides,Swan Goose,Yes,2.778898076
Anseriformes,Anatidae,"Ducks, geese and swans",Anas_gibberifrons,Anas gibberifrons,Sunda Teal,Yes,2.869584218
Anseriformes,Anatidae,"Ducks, geese and swans",Nomonyx_dominicus,Nomonyx dominicus,Masked Duck,Yes,3.037109421
Anseriformes,Anhimidae,Screamers,Anhima_cornuta,Anhima cornuta,Horned Screamer,,0.102651497
Anseriformes,Anhimidae,Screamers,Chauna_torquata,Chauna torquata,Southern Screamer,,1.416287336
Suliformes,Anhingidae,Anhingas,Anhinga_rufa,Anhinga rufa,African Darter,Yes,1.388676016
Suliformes,Anhingidae,Anhingas,Anhinga_melanogaster,Anhinga melanogaster,Oriental Darter,Yes,1.59222028
Suliformes,Anhingidae,Anhingas,Anhinga_anhinga,Anhinga anhinga,Anhinga,Yes,1.96513042
Anseriformes,Anseranatidae,Magpie Goose,Anseranas_semipalmata,Anseranas semipalmata,Magpie Goose,Yes,1.392801408
Apodiformes,Apodidae,Swifts,Streptoprocne_rutila,Streptoprocne rutila,Chestnut-collared Swift,,0.283738049
Apodiformes,Apodidae,Swifts,Aeronautes_andecolus,Aeronautes andecolus,Andean Swift,,0.490059625
Apodiformes,Apodidae,Swifts,Hirundapus_giganteus,Hirundapus giganteus,Brown-backed Needletail,,0.56706176
Apodiformes,Apodidae,Swifts,Collocalia_unicolor,Collocalia unicolor,Indian Swiftlet,,0.610312545
Apodiformes,Apodidae,Swifts,Hirundapus_cochinchinensis,Hirundapus cochinchinensis,Silver-backed Needletail,,0.613004167
Apodiformes,Apodidae,Swifts,Collocalia_troglodytes,Collocalia troglodytes,Pygmy Swiftlet,,0.629280677
Apodiformes,Apodidae,Swifts,Collocalia_terraereginae,Collocalia terraereginae,Australian Swiftlet,,0.824959568
Apodiformes,Apodidae,Swifts,Streptoprocne_zonaris,Streptoprocne zonaris,White-collared Swift,,0.894893414
Apodiformes,Apodidae,Swifts,Aeronautes_montivagus,Aeronautes montivagus,White-tipped Swift,,1.054288838
Apodiformes,Apodidae,Swifts,Chaetura_spinicaudus,Chaetura spinicaudus,Band-rumped Swift,,1.131059868
Apodiformes,Apodidae,Swifts,Panyptila_cayennensis,Panyptila cayennensis,Lesser Swallow-tailed Swift,,1.174778527
Apodiformes,Apodidae,Swifts,Hirundapus_caudacutus,Hirundapus caudacutus,White-throated Needletail,,1.188482485
Apodiformes,Apodidae,Swifts,Aeronautes_saxatalis,Aeronautes saxatalis,White-throated Swift,,1.252528268
Apodiformes,Apodidae,Swifts,Chaetura_vauxi,Chaetura vauxi,Vaux's Swift,,1.691546157
Apodiformes,Apodidae,Swifts,Cypsiurus_parvus,Cypsiurus parvus,African Palm-swift,,1.750591434
Apodiformes,Apodidae,Swifts,Chaetura_brachyura,Chaetura brachyura,Short-tailed Swift,,1.779196261
Apodiformes,Apodidae,Swifts,Cypsiurus_balasiensis,Cypsiurus balasiensis,Asian Palm-swift,,1.878738564
Apodiformes,Apodidae,Swifts,Apus_caffer,Apus caffer,White-rumped Swift,,1.923651967
Apodiformes,Apodidae,Swifts,Apus_affinis,Apus affinis,Little Swift,,2.010797708
Apodiformes,Apodidae,Swifts,Tachornis_squamata,Tachornis squamata,Fork-tailed Palm-swift,,2.025425228
Apodiformes,Apodidae,Swifts,Apus_niansae,Apus niansae,Nyanza Swift,,2.253967329
Apodiformes,Apodidae,Swifts,Tachymarptis_melba,Tachymarptis melba,Alpine Swift,,2.319417988
Apodiformes,Apodidae,Swifts,Apus_apus,Apus apus,Common Swift,,2.37870704
Apodiformes,Apodidae,Swifts,Streptoprocne_semicollaris,Streptoprocne semicollaris,White-naped Swift,,2.424939166
Apodiformes,Apodidae,Swifts,Tachornis_phoenicobia,Tachornis phoenicobia,Antillean Palm-swift,,2.476406877
Apodiformes,Apodidae,Swifts,Chaetura_pelagica,Chaetura pelagica,Chimney Swift,,2.571317263
Apodiformes,Apodidae,Swifts,Collocalia_linchi,Collocalia linchi,Cave Swiftlet,,2.601543211
Apodiformes,Apodidae,Swifts,Apus_nipalensis,Apus nipalensis,House Swift,,2.753602012
Apodiformes,Apodidae,Swifts,Apus_unicolor,Apus unicolor,Plain Swift,,2.777041155
Apodiformes,Apodidae,Swifts,Apus_pallidus,Apus pallidus,Pallid Swift,,2.986078285
Apodiformes,Apodidae,Swifts,Chaetura_meridionalis,Chaetura meridionalis,Sick's Swift,,3.178202371
Apterygiformes,Apterygidae,Kiwis,Apteryx_owenii,Apteryx owenii,Little Spotted Kiwi,,0.025378971
Gruiformes,Aramidae,Limpkin,Aramus_guarauna,Aramus guarauna,Limpkin,,1.648688026
Pelecaniformes,Ardeidae,Herons and egrets,Botaurus_poiciloptilus,Botaurus poiciloptilus,Australasian Bittern,Yes,0.030413658
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_picata,Ardea picata,Pied Heron,Yes,0.50746602
Pelecaniformes,Ardeidae,Herons and egrets,Botaurus_stellaris,Botaurus stellaris,Great Bittern,Yes,0.543869294
Pelecaniformes,Ardeidae,Herons and egrets,Tigrisoma_fasciatum,Tigrisoma fasciatum,Fasciated Tiger-heron,Yes,0.574282065
Pelecaniformes,Ardeidae,Herons and egrets,Tigrisoma_mexicanum,Tigrisoma mexicanum,Bare-throated Tiger-heron,Yes,0.782969074
Pelecaniformes,Ardeidae,Herons and egrets,Pilherodius_pileatus,Pilherodius pileatus,Capped Heron,Yes,0.973078027
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_novaehollandiae,Egretta novaehollandiae,White-faced Heron,Yes,1.108872187
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_rufescens,Egretta rufescens,Reddish Egret,Yes,1.163622122
Pelecaniformes,Ardeidae,Herons and egrets,Botaurus_lentiginosus,Botaurus lentiginosus,American Bittern,Yes,1.225862137
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_eulophotes,Egretta eulophotes,Chinese Egret,Yes,1.259424229
Pelecaniformes,Ardeidae,Herons and egrets,Cochlearius_cochlearius,Cochlearius cochlearius,Boat-billed Heron,Yes,1.265660265
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_caerulea,Egretta caerulea,Little Blue Heron,Yes,1.446340851
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_melanocephala,Ardea melanocephala,Black-headed Heron,Yes,1.474057232
Pelecaniformes,Ardeidae,Herons and egrets,Ardeola_ralloides,Ardeola ralloides,Squacco Heron,Yes,1.509279179
Pelecaniformes,Ardeidae,Herons and egrets,Casmerodius_albus,Casmerodius albus,Great Egret,Yes,1.540427119
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_purpurea,Ardea purpurea,Purple Heron,Yes,1.546351675
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_cocoi,Ardea cocoi,Cocoi Heron,Yes,1.554106896
Pelecaniformes,Ardeidae,Herons and egrets,Mesophoyx_intermedia,Mesophoyx intermedia,Intermediate Egret,Yes,1.573330453
Pelecaniformes,Ardeidae,Herons and egrets,Bubulcus_ibis,Bubulcus ibis,Cattle Egret,Yes,1.600395172
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_herodias,Ardea herodias,Great Blue Heron,Yes,1.619159269
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_garzetta,Egretta garzetta,Little Egret,Yes,1.625862002
Pelecaniformes,Ardeidae,Herons and egrets,Ardeola_grayii,Ardeola grayii,Indian Pond-heron,Yes,1.687373664
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_ardesiaca,Egretta ardesiaca,Black Heron,Yes,1.725109976
Pelecaniformes,Ardeidae,Herons and egrets,Egretta_thula,Egretta thula,Snowy Egret,Yes,1.760404087
Pelecaniformes,Ardeidae,Herons and egrets,Ixobrychus_exilis,Ixobrychus exilis,Least Bittern,Yes,1.824398979
Pelecaniformes,Ardeidae,Herons and egrets,Ixobrychus_minutus,Ixobrychus minutus,Little Bittern,Yes,1.840840923
Pelecaniformes,Ardeidae,Herons and egrets,Tigrisoma_lineatum,Tigrisoma lineatum,Rufescent Tiger-heron,Yes,1.86395331
Pelecaniformes,Ardeidae,Herons and egrets,Ixobrychus_sinensis,Ixobrychus sinensis,Yellow Bittern,Yes,1.897172599
Pelecaniformes,Ardeidae,Herons and egrets,Butorides_virescens,Butorides virescens,Green Heron,Yes,1.917084958
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_goliath,Ardea goliath,Goliath Heron,Yes,1.927574085
Pelecaniformes,Ardeidae,Herons and egrets,Ixobrychus_cinnamomeus,Ixobrychus cinnamomeus,Cinnamon Bittern,Yes,1.955838002
Pelecaniformes,Ardeidae,Herons and egrets,Syrigma_sibilatrix,Syrigma sibilatrix,Whistling Heron,Yes,1.992833607
Pelecaniformes,Ardeidae,Herons and egrets,Butorides_striata,Butorides striata,Striated Heron,Yes,2.050431558
Pelecaniformes,Ardeidae,Herons and egrets,Ardea_sumatrana,Ardea sumatrana,Great-billed Heron,Yes,2.079860454
Pelecaniformes,Ardeidae,Herons and egrets,Nycticorax_nycticorax,Nycticorax nycticorax,Black-crowned Night-heron,Yes,2.170206677
Pelecaniformes,Ardeidae,Herons and egrets,Nyctanassa_violacea,Nyctanassa violacea,Yellow-crowned Night-heron,Yes,2.173020288
Pelecaniformes,Ardeidae,Herons and egrets,Ixobrychus_flavicollis,Ixobrychus flavicollis,Black Bittern,Yes,2.215121058
