"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"228","Vanellus armatus","Vanellus armatus","Vanellus armatus","Charadriidae (Plovers and Lapwings)","Blacksmith Lapwing",1.488724235,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"229","Vanellus spinosus","Vanellus spinosus","Vanellus spinosus","Charadriidae (Plovers and Lapwings)","Spur-winged Lapwing",0.9864006284,NA,NA,"Vanellus spinosus","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"230","Vanellus duvaucelii","Vanellus duvaucelii","Vanellus duvaucelii","Charadriidae (Plovers and Lapwings)","River Lapwing",2.018498175,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"231","Vanellus albiceps","Vanellus albiceps","Vanellus albiceps","Charadriidae (Plovers and Lapwings)","White-headed Lapwing",0.289798063,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"232","Vanellus leucurus","Vanellus leucurus","Vanellus leucurus","Charadriidae (Plovers and Lapwings)","White-tailed Lapwing",2.314725283,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"233","Vanellus chilensis","Vanellus chilensis","Vanellus chilensis","Charadriidae (Plovers and Lapwings)","Southern Lapwing",2.13192357982609,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"234","Charadrius obscurus","Charadrius obscurus","Charadrius obscurus","Charadriidae (Plovers and Lapwings)","Red-breasted Dotterel",0.525471575,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"235","Charadrius mongolus","Charadrius mongolus","Charadrius mongolus","Charadriidae (Plovers and Lapwings)","Lesser Sand-Plover",1.55961362292857,NA,NA,"Charadrius mongolus","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"236","Charadrius collaris","Charadrius collaris","Charadrius collaris","Charadriidae (Plovers and Lapwings)","Collared Plover",1.01663969933333,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"237","Charadrius falklandicus","Charadrius falklandicus","Charadrius falklandicus","Charadriidae (Plovers and Lapwings)","Two-banded Plover",0.740374324,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"238","Charadrius bicinctus","Charadrius bicinctus","Charadrius bicinctus","Charadriidae (Plovers and Lapwings)","Double-banded Plover",0.412598895166667,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"239","Charadrius pecuarius","Charadrius pecuarius","Charadrius pecuarius","Charadriidae (Plovers and Lapwings)","Kittlitz's Plover",0.9457049625,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"240","Charadrius ruficapillus","Charadrius ruficapillus","Charadrius ruficapillus","Charadriidae (Plovers and Lapwings)","Red-capped Plover",0.807891122,NA,NA,"Charadrius ruficapillus","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"241","Charadrius peronii","Charadrius peronii","Charadrius peronii","Charadriidae (Plovers and Lapwings)","Malaysian Plover",1.867128541,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"242","Charadrius alexandrinus","Charadrius alexandrinus","Charadrius alexandrinus","Charadriidae (Plovers and Lapwings)","Kentish Plover",1.67825391789474,NA,NA,"Charadrius alexandrinus","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"243","Charadrius alexandrinus","Charadrius dealbatus","Charadrius dealbatus","Charadriidae (Plovers and Lapwings)","White-faced Plover",1.783937503,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"244","Charadrius alexandrinus","Charadrius nivosus","Charadrius nivosus","Charadriidae (Plovers and Lapwings)","Snowy Plover",1.08972553911111,"Charadrius nivosus",-0.783280788,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"245","Charadrius wilsonia","Charadrius wilsonia","Charadrius wilsonia","Charadriidae (Plovers and Lapwings)","Wilson's Plover",1.088734659875,"Charadrius wilsonia",-1.272321192,"Charadrius wilsonia","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"246","Charadrius placidus","Charadrius placidus","Charadrius placidus","Charadriidae (Plovers and Lapwings)","Long-billed Plover",2.238419278,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"247","Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadriidae (Plovers and Lapwings)","Piping Plover",1.33763016528571,"Charadrius melodus",0.028754769,"Charadrius melodus","N","Charadriidae","(Plovers and Lapwings)","Yes",""
"248","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadriidae (Plovers and Lapwings)","Little Ringed Plover",1.56240874058065,NA,NA,"Charadrius dubius","U","Charadriidae","(Plovers and Lapwings)","Yes",""
"249","Charadrius tricollaris","Charadrius tricollaris","Charadrius tricollaris","Charadriidae (Plovers and Lapwings)","Three-banded Plover",1.2393749434,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"250","Charadrius marginatus","Charadrius marginatus","Charadrius marginatus","Charadriidae (Plovers and Lapwings)","White-fronted Plover",1.2844147615,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"251","Erythrogonys cinctus","Erythrogonys cinctus","Erythrogonys cinctus","Charadriidae (Plovers and Lapwings)","Red-kneed Dotterel",1.2770135135,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"252","Elseyornis melanops","Elseyornis melanops","Elseyornis melanops","Charadriidae (Plovers and Lapwings)","Black-fronted Dotterel",1.29105309633333,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"253","Anarhynchus frontalis","Anarhynchus frontalis","Anarhynchus frontalis","Charadriidae (Plovers and Lapwings)","Wrybill",0.3054151695,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"254","Phegornis mitchellii","Phegornis mitchellii","Phegornis mitchellii","Charadriidae (Plovers and Lapwings)","Diademed Sandpiper-Plover",0.002331512,NA,NA,NA,NA,"Charadriidae","(Plovers and Lapwings)","Yes",""
"255","Rostratula benghalensis","Rostratula benghalensis","Rostratula benghalensis","Rostratulidae (Painted-Snipes)","Greater Painted-Snipe",2.08017875,NA,NA,NA,NA,"Rostratulidae","(Painted-Snipes)","Yes","coastal and inland wetlands"
"256","Actophilornis africanus","Actophilornis africanus","Actophilornis africanus","Jacanidae (Jacanas)","African Jacana",0.77156741275,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"257","Irediparra gallinacea","Irediparra gallinacea","Irediparra gallinacea","Jacanidae (Jacanas)","Comb-crested Jacana",1.48751152966667,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"258","Hydrophasianus chirurgus","Hydrophasianus chirurgus","Hydrophasianus chirurgus","Jacanidae (Jacanas)","Pheasant-tailed Jacana",1.39272720425,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"259","Metopidius indicus","Metopidius indicus","Metopidius indicus","Jacanidae (Jacanas)","Bronze-winged Jacana",1.42711670566667,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"260","Jacana spinosa","Jacana spinosa","Jacana spinosa","Jacanidae (Jacanas)","Northern Jacana",1.32485613083333,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"261","Jacana jacana","Jacana jacana","Jacana jacana","Jacanidae (Jacanas)","Wattled Jacana",1.76836335133333,NA,NA,NA,NA,"Jacanidae","(Jacanas)","Yes","freshwater wetlands"
"262","Numenius tahitiensis","Numenius tahitiensis","Numenius tahitiensis","Scolopacidae (Sandpipers and Allies)","Bristle-thighed Curlew",0.585576589,NA,NA,"Numenius tahitiensis","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"263","Numenius phaeopus","Numenius phaeopus","Numenius phaeopus","Scolopacidae (Sandpipers and Allies)","Whimbrel",1.45576107757143,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"264","Numenius americanus","Numenius americanus","Numenius americanus","Scolopacidae (Sandpipers and Allies)","Long-billed Curlew",0.82784284175,"Numenius americanus",-1.124774004,"Numenius americanus","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"265","Numenius madagascariensis","Numenius madagascariensis","Numenius madagascariensis","Scolopacidae (Sandpipers and Allies)","Far Eastern Curlew",1.1756164395,NA,NA,"Numenius madagascariensis","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"266","Numenius arquata","Numenius arquata","Numenius arquata","Scolopacidae (Sandpipers and Allies)","Eurasian Curlew",1.38141624310526,NA,NA,"Numenius arquata","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"267","Limosa lapponica","Limosa lapponica","Limosa lapponica","Scolopacidae (Sandpipers and Allies)","Bar-tailed Godwit",1.25813847068182,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"268","Limosa limosa","Limosa limosa","Limosa limosa","Scolopacidae (Sandpipers and Allies)","Black-tailed Godwit",1.43840465276,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"269","Limosa haemastica","Limosa haemastica","Limosa haemastica","Scolopacidae (Sandpipers and Allies)","Hudsonian Godwit",1.06485817811111,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"270","Limosa fedoa","Limosa fedoa","Limosa fedoa","Scolopacidae (Sandpipers and Allies)","Marbled Godwit",1.14748959311765,"Limosa fedoa",-1.051694542,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"271","Calidris canutus","Calidris canutus","Calidris canutus","Scolopacidae (Sandpipers and Allies)","Red Knot",1.04300639921739,NA,NA,"Calidris canutus","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"272","Philomachus pugnax","Calidris pugnax","Calidris pugnax","Scolopacidae (Sandpipers and Allies)","Ruff",1.28224658478261,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"273","Limicola falcinellus","Calidris falcinellus","Calidris falcinellus","Scolopacidae (Sandpipers and Allies)","Broad-billed Sandpiper",1.48889956175,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"274","Calidris acuminata","Calidris acuminata","Calidris acuminata","Scolopacidae (Sandpipers and Allies)","Sharp-tailed Sandpiper",1.12631312558333,NA,NA,"Calidris acuminata","U","Scolopacidae","(Sandpipers and Allies)","Yes",""
"275","Calidris himantopus","Calidris himantopus","Calidris himantopus","Scolopacidae (Sandpipers and Allies)","Stilt Sandpiper",1.34470072745,NA,NA,"Calidris himantopus","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"276","Calidris ferruginea","Calidris ferruginea","Calidris ferruginea","Scolopacidae (Sandpipers and Allies)","Curlew Sandpiper",1.21573489022222,NA,NA,"Calidris ferruginea","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"277","Calidris temminckii","Calidris temminckii","Calidris temminckii","Scolopacidae (Sandpipers and Allies)","Temminck's Stint",1.7944709089,NA,NA,"Calidris temminckii","U","Scolopacidae","(Sandpipers and Allies)","Yes",""
"278","Calidris subminuta","Calidris subminuta","Calidris subminuta","Scolopacidae (Sandpipers and Allies)","Long-toed Stint",1.44409764542857,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"279","Eurynorhynchus pygmeus","Calidris pygmaea","Calidris pygmaea","Scolopacidae (Sandpipers and Allies)","Spoon-billed Sandpiper",1.351042429,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"280","Calidris ruficollis","Calidris ruficollis","Calidris ruficollis","Scolopacidae (Sandpipers and Allies)","Red-necked Stint",0.949640315066667,NA,NA,"Calidris ruficollis","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"281","Calidris alba","Calidris alba","Calidris alba","Scolopacidae (Sandpipers and Allies)","Sanderling",1.31789934131707,NA,NA,"Calidris alba","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"282","Calidris alpina","Calidris alpina","Calidris alpina","Scolopacidae (Sandpipers and Allies)","Dunlin",1.4792410466,NA,NA,"Calidris alpina","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"283","Calidris maritima","Calidris maritima","Calidris maritima","Scolopacidae (Sandpipers and Allies)","Purple Sandpiper",2.047983058,NA,NA,"Calidris maritima","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"284","Calidris bairdii","Calidris bairdii","Calidris bairdii","Scolopacidae (Sandpipers and Allies)","Baird's Sandpiper",1.02290867833333,NA,NA,"Calidris bairdii","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"285","Calidris minuta","Calidris minuta","Calidris minuta","Scolopacidae (Sandpipers and Allies)","Little Stint",1.4672693348125,NA,NA,"Calidris minuta","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"286","Calidris minutilla","Calidris minutilla","Calidris minutilla","Scolopacidae (Sandpipers and Allies)","Least Sandpiper",1.426019691,NA,NA,"Calidris minutilla","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"287","Calidris fuscicollis","Calidris fuscicollis","Calidris fuscicollis","Scolopacidae (Sandpipers and Allies)","White-rumped Sandpiper",1.23651897833333,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"288","Calidris melanotos","Calidris melanotos","Calidris melanotos","Scolopacidae (Sandpipers and Allies)","Pectoral Sandpiper",1.35047674025806,NA,NA,"Calidris melanotos","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"289","Calidris pusilla","Calidris pusilla","Calidris pusilla","Scolopacidae (Sandpipers and Allies)","Semipalmated Sandpiper",1.30714870882609,NA,NA,"Calidris pusilla","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"290","Calidris mauri","Calidris mauri","Calidris mauri","Scolopacidae (Sandpipers and Allies)","Western Sandpiper",1.4507561435625,NA,NA,"Calidris mauri","N","Scolopacidae","(Sandpipers and Allies)","Yes",""
"291","Limnodromus semipalmatus","Limnodromus semipalmatus","Limnodromus semipalmatus","Scolopacidae (Sandpipers and Allies)","Asian Dowitcher",1.060992938,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"292","Limnodromus griseus","Limnodromus griseus","Limnodromus griseus","Scolopacidae (Sandpipers and Allies)","Short-billed Dowitcher",1.50162767776471,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"293","Limnodromus scolopaceus","Limnodromus scolopaceus","Limnodromus scolopaceus","Scolopacidae (Sandpipers and Allies)","Long-billed Dowitcher",1.30747705359091,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"294","Lymnocryptes minimus","Lymnocryptes minimus","Lymnocryptes minimus","Scolopacidae (Sandpipers and Allies)","Jack Snipe",2.7525418935,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"295","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Scolopacidae (Sandpipers and Allies)","Common Snipe",1.49117456212121,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"296","Gallinago gallinago","Gallinago delicata","Gallinago delicata","Scolopacidae (Sandpipers and Allies)","Wilson's Snipe",1.37869853657143,"Gallinago delicata",-1.252805323,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"297","Gallinago paraguaiae","Gallinago paraguaiae","Gallinago paraguaiae","Scolopacidae (Sandpipers and Allies)","Pantanal Snipe",2.137126442,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"298","Gallinago nobilis","Gallinago nobilis","Gallinago nobilis","Scolopacidae (Sandpipers and Allies)","Noble Snipe",1.185565089,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"299","Gallinago nigripennis","Gallinago nigripennis","Gallinago nigripennis","Scolopacidae (Sandpipers and Allies)","African Snipe",0.97917053,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"300","Xenus cinereus","Xenus cinereus","Xenus cinereus","Scolopacidae (Sandpipers and Allies)","Terek Sandpiper",1.6875740963,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"301","Steganopus tricolor","Phalaropus tricolor","Steganopus tricolor","Scolopacidae (Sandpipers and Allies)","Wilson's Phalarope",1.22097010005,"Phalaropus tricolor",-1.346497101,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"302","Phalaropus lobatus","Phalaropus lobatus","Phalaropus lobatus","Scolopacidae (Sandpipers and Allies)","Red-necked Phalarope",1.18092301126667,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"303","Actitis hypoleucos","Actitis hypoleucos","Actitis hypoleucos","Scolopacidae (Sandpipers and Allies)","Common Sandpiper",1.58494312712727,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"304","Actitis macularius","Actitis macularius","Actitis macularius","Scolopacidae (Sandpipers and Allies)","Spotted Sandpiper",1.8055497852766,"Actitis macularius",0.726150739,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"305","Tringa ochropus","Tringa ochropus","Tringa ochropus","Scolopacidae (Sandpipers and Allies)","Green Sandpiper",1.4694075828125,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"306","Tringa solitaria","Tringa solitaria","Tringa solitaria","Scolopacidae (Sandpipers and Allies)","Solitary Sandpiper",1.92954615924242,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"307","Heteroscelus brevipes","Tringa brevipes","Tringa brevipes","Scolopacidae (Sandpipers and Allies)","Gray-tailed Tattler",1.6123035185,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"308","Heteroscelus incanus","Tringa incana","Tringa incana","Scolopacidae (Sandpipers and Allies)","Wandering Tattler",1.69108523625,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"309","Tringa erythropus","Tringa erythropus","Tringa erythropus","Scolopacidae (Sandpipers and Allies)","Spotted Redshank",1.4847409295,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"310","Tringa melanoleuca","Tringa melanoleuca","Tringa melanoleuca","Scolopacidae (Sandpipers and Allies)","Greater Yellowlegs",1.37995729087805,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"311","Tringa nebularia","Tringa nebularia","Tringa nebularia","Scolopacidae (Sandpipers and Allies)","Common Greenshank",1.43415155730952,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"312","Tringa guttifer","Tringa guttifer","Tringa guttifer","Scolopacidae (Sandpipers and Allies)","Nordmann's Greenshank",0.834757578,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"313","Catoptrophorus semipalmatus","Tringa semipalmata","Tringa semipalmata","Scolopacidae (Sandpipers and Allies)","Willet",1.3476357604,"Tringa semipalmata",-0.710956912,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"314","Tringa flavipes","Tringa flavipes","Tringa flavipes","Scolopacidae (Sandpipers and Allies)","Lesser Yellowlegs",1.47389001611364,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"315","Tringa stagnatilis","Tringa stagnatilis","Tringa stagnatilis","Scolopacidae (Sandpipers and Allies)","Marsh Sandpiper",1.3199506329,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"316","Tringa totanus","Tringa totanus","Tringa totanus","Scolopacidae (Sandpipers and Allies)","Common Redshank",1.6049886958,NA,NA,NA,NA,"Scolopacidae","(Sandpipers and Allies)","Yes",""
"317","Dromas ardeola","Dromas ardeola","Dromas ardeola","Dromadidae (Crab-Plover)","Crab-Plover",1.933691987,NA,NA,NA,NA,"Dromadidae","(Crab-Plover)","Yes",""
"318","Catharacta skua","Stercorarius skua","Catharacta skua","Stercorariidae (Skuas and Jaegers)","Great Skua",1.07709781566667,NA,NA,NA,NA,"Stercorariidae","(Skuas and Jaegers)","Yes",""
"319","Catharacta chilensis","Stercorarius chilensis","Catharacta chilensis","Stercorariidae (Skuas and Jaegers)","Chilean Skua",1.161302963,NA,NA,NA,NA,"Stercorariidae","(Skuas and Jaegers)","Yes",""
"320","Stercorarius pomarinus","Stercorarius pomarinus","Stercorarius pomarinus","Stercorariidae (Skuas and Jaegers)","Pomarine Jaeger",1.35800164366667,NA,NA,NA,NA,"Stercorariidae","(Skuas and Jaegers)","Yes",""
"321","Stercorarius parasiticus","Stercorarius parasiticus","Stercorarius parasiticus","Stercorariidae (Skuas and Jaegers)","Parasitic Jaeger",1.09234262566667,NA,NA,NA,NA,"Stercorariidae","(Skuas and Jaegers)","Yes",""
"322","Alle alle","Alle alle","Alle alle","Alcidae (Auks, Murres, and Puffins)","Dovekie",1.639123667,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"323","Uria aalge","Uria aalge","Uria aalge","Alcidae (Auks, Murres, and Puffins)","Common Murre",1.35539292516667,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"324","Uria lomvia","Uria lomvia","Uria lomvia","Alcidae (Auks, Murres, and Puffins)","Thick-billed Murre",2.006380932,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"325","Alca torda","Alca torda","Alca torda","Alcidae (Auks, Murres, and Puffins)","Razorbill",1.46031607166667,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"326","Cepphus grylle","Cepphus grylle","Cepphus grylle","Alcidae (Auks, Murres, and Puffins)","Black Guillemot",1.63054421425,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"327","Cepphus columba","Cepphus columba","Cepphus columba","Alcidae (Auks, Murres, and Puffins)","Pigeon Guillemot",1.046659294,"Cepphus columba",-1.344332391,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"328","Brachyramphus marmoratus","Brachyramphus marmoratus","Brachyramphus marmoratus","Alcidae (Auks, Murres, and Puffins)","Marbled Murrelet",0.752083169,"Brachyramphus marmoratus",-1.897307476,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"329","Synthliboramphus antiquus","Synthliboramphus antiquus","Synthliboramphus antiquus","Alcidae (Auks, Murres, and Puffins)","Ancient Murrelet",0.849936371,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"330","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Alcidae (Auks, Murres, and Puffins)","Rhinoceros Auklet",1.072395706,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"331","Fratercula arctica","Fratercula arctica","Fratercula arctica","Alcidae (Auks, Murres, and Puffins)","Atlantic Puffin",1.180852885,NA,NA,NA,NA,"Alcidae","(Auks, Murres, and Puffins)","Yes",""
"332","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Laridae (Gulls, Terns, and Skimmers)","Black-legged Kittiwake",1.11158087771429,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"333","Xema sabini","Xema sabini","Xema sabini","Laridae (Gulls, Terns, and Skimmers)","Sabine's Gull",1.005408199,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"334","Larus saundersi","Saundersilarus saundersi","Saundersilarus saundersi","Laridae (Gulls, Terns, and Skimmers)","Saunders's Gull",2.109717945,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"335","Larus genei","Chroicocephalus genei","Larus genei","Laridae (Gulls, Terns, and Skimmers)","Slender-billed Gull",2.089359924,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"336","Larus philadelphia","Chroicocephalus philadelphia","Larus philadelphia","Laridae (Gulls, Terns, and Skimmers)","Bonaparte's Gull",1.54584051808696,"Chroicocephalus philadelphia",-1.271905272,"Larus philadelphia","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"337","Larus serranus","Chroicocephalus serranus","Larus serranus","Laridae (Gulls, Terns, and Skimmers)","Andean Gull",1.037481335,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"338","Larus maculipennis","Chroicocephalus maculipennis","Larus maculipennis","Laridae (Gulls, Terns, and Skimmers)","Brown-hooded Gull",1.50015941457143,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"339","Larus bulleri","Chroicocephalus bulleri","Larus bulleri","Laridae (Gulls, Terns, and Skimmers)","Black-billed Gull",0.815935453,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"340","Larus novaehollandiae","Chroicocephalus novaehollandiae","Larus novaehollandiae","Laridae (Gulls, Terns, and Skimmers)","Silver Gull",1.556049842,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"341","Larus cirrocephalus","Chroicocephalus cirrocephalus","Larus cirrocephalus","Laridae (Gulls, Terns, and Skimmers)","Gray-hooded Gull",1.62593005045455,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"342","Larus hartlaubii","Chroicocephalus hartlaubii","Larus hartlaubii","Laridae (Gulls, Terns, and Skimmers)","Hartlaub's Gull",2.044982569,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"343","Larus ridibundus","Chroicocephalus ridibundus","Larus ridibundus","Laridae (Gulls, Terns, and Skimmers)","Black-headed Gull",2.15396610334211,NA,NA,"Larus ridibundus","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"344","Larus brunnicephalus","Chroicocephalus brunnicephalus","Larus brunnicephalus","Laridae (Gulls, Terns, and Skimmers)","Brown-headed Gull",1.932378643,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"345","Larus minutus","Hydrocoloeus minutus","Hydrocoloeus minutus","Laridae (Gulls, Terns, and Skimmers)","Little Gull",1.56009802,NA,NA,"Larus minutus","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"346","Leucophaeus scoresbii","Leucophaeus scoresbii","Larus scoresbii","Laridae (Gulls, Terns, and Skimmers)","Dolphin Gull",1.2738104045,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"347","Larus modestus","Leucophaeus modestus","Larus modestus","Laridae (Gulls, Terns, and Skimmers)","Gray Gull",1.63949266733333,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"348","Larus atricilla","Leucophaeus atricilla","Larus atricilla","Laridae (Gulls, Terns, and Skimmers)","Laughing Gull",1.83225641222222,"Leucophaeus atricilla",0.814382933,"Larus atricilla","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"349","Larus pipixcan","Leucophaeus pipixcan","Larus pipixcan","Laridae (Gulls, Terns, and Skimmers)","Franklin's Gull",1.50904480588235,"Leucophaeus pipixcan",-0.134891135,"Larus pipixcan","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"350","Larus melanocephalus","Ichthyaetus melanocephalus","Larus melanocephalus","Laridae (Gulls, Terns, and Skimmers)","Mediterranean Gull",1.9139099886,NA,NA,"Larus melanocephalus","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
