"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"475","Phalacrocorax fuscicollis","Phalacrocorax fuscicollis","Phalacrocorax fuscicollis","Phalacrocoracidae (Cormorants and Shags)","Indian Cormorant",1.74777374871429,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"476","Phalacrocorax sulcirostris","Phalacrocorax sulcirostris","Phalacrocorax sulcirostris","Phalacrocoracidae (Cormorants and Shags)","Little Black Cormorant",1.53939514545455,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"477","Phalacrocorax varius","Phalacrocorax varius","Phalacrocorax varius","Phalacrocoracidae (Cormorants and Shags)","Pied Cormorant",1.13041864422222,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"478","Phalacrocorax fuscescens","Phalacrocorax fuscescens","Phalacrocorax fuscescens","Phalacrocoracidae (Cormorants and Shags)","Black-faced Cormorant",0.757196908333333,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"479","Phalacrocorax aristotelis","Gulosus aristotelis","Gulosus aristotelis","Phalacrocoracidae (Cormorants and Shags)","European Shag",1.795368511625,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"480","Phalacrocorax auritus","Nannopterum auritum","Nannopterum auritus","Phalacrocoracidae (Cormorants and Shags)","Double-crested Cormorant",1.79504616962069,"Phalacrocorax auritus",2.187595128,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"481","Phalacrocorax brasilianus","Nannopterum brasilianum","Nannopterum brasilianus","Phalacrocoracidae (Cormorants and Shags)","Neotropic Cormorant",1.848440155375,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"482","Phalacrocorax magellanicus","Leucocarbo magellanicus","Leucocarbo magellanicus","Phalacrocoracidae (Cormorants and Shags)","Magellanic Cormorant",1.028542646,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"483","Phalacrocorax bougainvillii","Leucocarbo bougainvillii","Leucocarbo bougainvilliorum","Phalacrocoracidae (Cormorants and Shags)","Guanay Cormorant",2.0725437355,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"484","Phalacrocorax atriceps","Leucocarbo atriceps","Leucocarbo atriceps","Phalacrocoracidae (Cormorants and Shags)","Imperial Cormorant",1.2478632735,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"485","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanidae (Pelicans)","American White Pelican",1.49718715091667,"Pelecanus erythrorhynchos",-0.56147504,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"486","Pelecanus occidentalis","Pelecanus occidentalis","Pelecanus occidentalis","Pelecanidae (Pelicans)","Brown Pelican",1.84106978685714,"Pelecanus occidentalis",-0.152842351,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"487","Pelecanus thagus","Pelecanus thagus","Pelecanus thagus","Pelecanidae (Pelicans)","Peruvian Pelican",1.55846663375,NA,NA,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"488","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanidae (Pelicans)","Great White Pelican",1.502656037,NA,NA,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"489","Pelecanus conspicillatus","Pelecanus conspicillatus","Pelecanus conspicillatus","Pelecanidae (Pelicans)","Australian Pelican",1.267826520375,NA,NA,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"490","Pelecanus rufescens","Pelecanus rufescens","Pelecanus rufescens","Pelecanidae (Pelicans)","Pink-backed Pelican",1.15726561666667,NA,NA,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"491","Pelecanus philippensis","Pelecanus philippensis","Pelecanus philippensis","Pelecanidae (Pelicans)","Spot-billed Pelican",1.53125897366667,NA,NA,NA,NA,"Pelecanidae","(Pelicans)","Yes",""
"492","Botaurus pinnatus","Botaurus pinnatus","Botaurus pinnatus","Ardeidae (Herons, Egrets, and Bitterns)","Pinnated Bittern",3.89296254,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"493","Botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Ardeidae (Herons, Egrets, and Bitterns)","American Bittern",1.22586213714286,"Botaurus lentiginosus",-1.060754601,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"494","Botaurus stellaris","Botaurus stellaris","Botaurus stellaris","Ardeidae (Herons, Egrets, and Bitterns)","Great Bittern",0.543869294333333,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"495","Botaurus poiciloptilus","Botaurus poiciloptilus","Botaurus poiciloptilus","Ardeidae (Herons, Egrets, and Bitterns)","Australasian Bittern",0.030413658,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"496","Ixobrychus sinensis","Ixobrychus sinensis","Ixobrychus sinensis","Ardeidae (Herons, Egrets, and Bitterns)","Yellow Bittern",1.89717259925,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"497","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ardeidae (Herons, Egrets, and Bitterns)","Little Bittern",1.8408409226,NA,NA,"Ixobrychus minutus","U","Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"498","Ixobrychus cinnamomeus","Ixobrychus cinnamomeus","Ixobrychus cinnamomeus","Ardeidae (Herons, Egrets, and Bitterns)","Cinnamon Bittern",1.95583800188889,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"499","Ixobrychus flavicollis","Ixobrychus flavicollis","Ixobrychus flavicollis","Ardeidae (Herons, Egrets, and Bitterns)","Black Bittern",2.2151210576,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"500","Ixobrychus exilis","Ixobrychus exilis","Ixobrychus exilis","Ardeidae (Herons, Egrets, and Bitterns)","Least Bittern",1.82439897945455,"Ixobrychus exilis",0.980183627,"Ixobrychus exilis","N","Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"501","Ixobrychus involucris","Ixobrychus involucris","Ixobrychus involucris","Ardeidae (Herons, Egrets, and Bitterns)","Stripe-backed Bittern",2.3844106255,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"502","Ardea herodias","Ardea herodias","Ardea herodias","Ardeidae (Herons, Egrets, and Bitterns)","Great Blue Heron",1.61915926913889,"Ardea herodias",2.046111681,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"503","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardeidae (Herons, Egrets, and Bitterns)","Gray Heron",1.68917780798182,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"504","Ardea cocoi","Ardea cocoi","Ardea cocoi","Ardeidae (Herons, Egrets, and Bitterns)","Cocoi Heron",1.5541068962,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"505","Ardea pacifica","Ardea pacifica","Ardea pacifica","Ardeidae (Herons, Egrets, and Bitterns)","Pacific Heron",0.9490024495,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"506","Ardea melanocephala","Ardea melanocephala","Ardea melanocephala","Ardeidae (Herons, Egrets, and Bitterns)","Black-headed Heron",1.47405723166667,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"507","Ardea sumatrana","Ardea sumatrana","Ardea sumatrana","Ardeidae (Herons, Egrets, and Bitterns)","Great-billed Heron",2.079860454,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"508","Ardea goliath","Ardea goliath","Ardea goliath","Ardeidae (Herons, Egrets, and Bitterns)","Goliath Heron",1.927574085,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"509","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardeidae (Herons, Egrets, and Bitterns)","Purple Heron",1.54635167537931,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"510","Casmerodius albus","Ardea alba","Ardea alba","Ardeidae (Herons, Egrets, and Bitterns)","Great Egret",1.54042711905172,"Ardea alba",1.675202437,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"511","Mesophoyx intermedia","Ardea intermedia","Ardea intermedia","Ardeidae (Herons, Egrets, and Bitterns)","Intermediate Egret",1.5733304527931,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"512","Egretta novaehollandiae","Egretta novaehollandiae","Egretta novaehollandiae","Ardeidae (Herons, Egrets, and Bitterns)","White-faced Heron",1.1088721871,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"513","Egretta eulophotes","Egretta eulophotes","Egretta eulophotes","Ardeidae (Herons, Egrets, and Bitterns)","Chinese Egret",1.2594242285,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"514","Egretta garzetta","Egretta garzetta","Egretta garzetta","Ardeidae (Herons, Egrets, and Bitterns)","Little Egret",1.62586200179661,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"515","Egretta gularis","Egretta gularis","Egretta gularis","Ardeidae (Herons, Egrets, and Bitterns)","Western Reef-Heron",1.8286729678,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"516","Egretta sacra","Egretta sacra","Egretta sacra","Ardeidae (Herons, Egrets, and Bitterns)","Pacific Reef-Heron",1.42266301876923,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"517","Egretta thula","Egretta thula","Egretta thula","Ardeidae (Herons, Egrets, and Bitterns)","Snowy Egret",1.76040408689796,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"518","Egretta caerulea","Egretta caerulea","Egretta caerulea","Ardeidae (Herons, Egrets, and Bitterns)","Little Blue Heron",1.44634085137037,"Egretta caerulea",0.414625538,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"519","Egretta tricolor","Egretta tricolor","Egretta tricolor","Ardeidae (Herons, Egrets, and Bitterns)","Tricolored Heron",1.63880139370588,"Egretta tricolor",0.527214304,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"520","Egretta rufescens","Egretta rufescens","Egretta rufescens","Ardeidae (Herons, Egrets, and Bitterns)","Reddish Egret",1.163622122,"Egretta rufescens",-0.421680852,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"521","Ardea picata","Egretta picata","Egretta picata","Ardeidae (Herons, Egrets, and Bitterns)","Pied Heron",0.50746602,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"522","Egretta ardesiaca","Egretta ardesiaca","Egretta ardesiaca","Ardeidae (Herons, Egrets, and Bitterns)","Black Heron",1.72510997566667,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"523","Ardeola ralloides","Ardeola ralloides","Ardeola ralloides","Ardeidae (Herons, Egrets, and Bitterns)","Squacco Heron",1.50927917866667,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"524","Butorides virescens","Butorides virescens","Butorides striata","Ardeidae (Herons, Egrets, and Bitterns)","Green Heron",1.9170849576129,"Butorides virescens",1.919633882,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"525","Butorides striata","Butorides striata","Butorides striata","Ardeidae (Herons, Egrets, and Bitterns)","Striated Heron",2.05043155814634,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"526","Syrigma sibilatrix","Syrigma sibilatrix","Syrigma sibilatrix","Ardeidae (Herons, Egrets, and Bitterns)","Whistling Heron",1.99283360688889,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"527","Pilherodius pileatus","Pilherodius pileatus","Pilherodius pileatus","Ardeidae (Herons, Egrets, and Bitterns)","Capped Heron",0.973078026666667,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"528","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Ardeidae (Herons, Egrets, and Bitterns)","Black-crowned Night-Heron",2.1702066768642,"Nycticorax nycticorax",1.910907505,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"529","Nycticorax caledonicus","Nycticorax caledonicus","Nycticorax caledonicus","Ardeidae (Herons, Egrets, and Bitterns)","Nankeen Night-Heron",2.12484809633333,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"530","Nyctanassa violacea","Nyctanassa violacea","Nyctanassa violacea","Ardeidae (Herons, Egrets, and Bitterns)","Yellow-crowned Night-Heron",2.17302028764,"Nyctanassa violacea",3.188444071,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"531","Gorsachius melanolophus","Gorsachius melanolophus","Gorsachius melanolophus","Ardeidae (Herons, Egrets, and Bitterns)","Malayan Night-Heron",3.833163101,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"532","Cochlearius cochlearius","Cochlearius cochlearius","Cochlearius cochlearius","Ardeidae (Herons, Egrets, and Bitterns)","Boat-billed Heron",1.265660265,NA,NA,NA,NA,"Ardeidae","(Herons, Egrets, and Bitterns)","Yes",""
"533","Eudocimus albus","Eudocimus albus","Eudocimus albus","Threskiornithidae (Ibises and Spoonbills)","White Ibis",1.47588106176923,"Eudocimus albus",1.090418309,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"534","Eudocimus ruber","Eudocimus ruber","Eudocimus ruber","Threskiornithidae (Ibises and Spoonbills)","Scarlet Ibis",1.91349089166667,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"535","Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Threskiornithidae (Ibises and Spoonbills)","Glossy Ibis",1.45931286367647,"Plegadis falcinellus",0.894004763,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"536","Plegadis chihi","Plegadis chihi","Plegadis chihi","Threskiornithidae (Ibises and Spoonbills)","White-faced Ibis",1.40458591412,"Plegadis chihi",-0.011786467,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"537","Mesembrinibis cayennensis","Mesembrinibis cayennensis","Mesembrinibis cayennensis","Threskiornithidae (Ibises and Spoonbills)","Green Ibis",1.7653023834,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"538","Phimosus infuscatus","Phimosus infuscatus","Phimosus infuscatus","Threskiornithidae (Ibises and Spoonbills)","Bare-faced Ibis",2.34051139111111,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"539","Theristicus caudatus","Theristicus caudatus","Theristicus caudatus","Threskiornithidae (Ibises and Spoonbills)","Buff-necked Ibis",1.48112336616667,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"540","Theristicus melanopis","Theristicus melanopis","Theristicus melanopis","Threskiornithidae (Ibises and Spoonbills)","Black-faced Ibis",1.451797695,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"541","Theristicus melanopis","Theristicus branickii","Theristicus branickii","Threskiornithidae (Ibises and Spoonbills)","Andean Ibis",0.158134991,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"542","Threskiornis aethiopicus","Threskiornis aethiopicus","Threskiornis aethiopicus","Threskiornithidae (Ibises and Spoonbills)","African Sacred Ibis",1.81139765511111,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"543","Threskiornis melanocephalus","Threskiornis melanocephalus","Threskiornis melanocephalus","Threskiornithidae (Ibises and Spoonbills)","Black-headed Ibis",1.54542691128571,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"544","Threskiornis molucca","Threskiornis molucca","Threskiornis moluccus","Threskiornithidae (Ibises and Spoonbills)","Australian Ibis",1.84474399957143,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"545","Threskiornis spinicollis","Threskiornis spinicollis","Threskiornis spinicollis","Threskiornithidae (Ibises and Spoonbills)","Straw-necked Ibis",1.18212721571429,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"546","Pseudibis papillosa","Pseudibis papillosa","Pseudibis papillosa","Threskiornithidae (Ibises and Spoonbills)","Red-naped Ibis",1.33441426033333,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"547","Bostrychia hagedash","Bostrychia hagedash","Bostrychia hagedash","Threskiornithidae (Ibises and Spoonbills)","Hadada Ibis",1.76305561885714,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"548","Bostrychia carunculata","Bostrychia carunculata","Bostrychia carunculata","Threskiornithidae (Ibises and Spoonbills)","Wattled Ibis",2.148083596,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"549","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Threskiornithidae (Ibises and Spoonbills)","Eurasian Spoonbill",1.66685146190909,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"550","Platalea regia","Platalea regia","Platalea regia","Threskiornithidae (Ibises and Spoonbills)","Royal Spoonbill",1.05086359055556,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"551","Platalea alba","Platalea alba","Platalea alba","Threskiornithidae (Ibises and Spoonbills)","African Spoonbill",1.31808511133333,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"552","Platalea minor","Platalea minor","Platalea minor","Threskiornithidae (Ibises and Spoonbills)","Black-faced Spoonbill",2.43323844125,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"553","Platalea flavipes","Platalea flavipes","Platalea flavipes","Threskiornithidae (Ibises and Spoonbills)","Yellow-billed Spoonbill",0.926209570166667,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"554","Platalea ajaja","Platalea ajaja","Platalea ajaja","Threskiornithidae (Ibises and Spoonbills)","Roseate Spoonbill",1.69491614861538,NA,NA,NA,NA,"Threskiornithidae","(Ibises and Spoonbills)","Yes","some in coastal lagoons"
"555","Coragyps atratus","Coragyps atratus","Coragyps atratus","Cathartidae (New World Vultures)","Black Vulture",1.73744516409302,NA,NA,NA,NA,"Cathartidae","(New World Vultures)","Yes",""
"556","Pandion haliaetus","Pandion haliaetus","Pandion haliaetus","Pandionidae (Osprey)","Osprey",1.6544130335,"Pandion haliaetus",2.08984821,NA,NA,"Pandionidae","(Osprey)","Yes",NA
"557","Gypohierax angolensis","Gypohierax angolensis","Gypohierax angolensis","Accipitridae (Hawks, Eagles, and Kites)","Palm-nut Vulture",0.998324615,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"558","Neophron percnopterus","Neophron percnopterus","Neophron percnopterus","Accipitridae (Hawks, Eagles, and Kites)","Egyptian Vulture",1.16110933875,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"559","Spilornis cheela","Spilornis cheela","Spilornis cheela","Accipitridae (Hawks, Eagles, and Kites)","Crested Serpent-Eagle",1.1344662127,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"560","Spilornis holospilus","Spilornis holospilus","Spilornis holospilus","Accipitridae (Hawks, Eagles, and Kites)","Philippine Serpent-Eagle",0.64281722,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"561","Lophaetus occipitalis","Lophaetus occipitalis","Lophaetus occipitalis","Accipitridae (Hawks, Eagles, and Kites)","Long-crested Eagle",0.985066816333333,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"562","Aquila clanga","Clanga clanga","Clanga clanga","Accipitridae (Hawks, Eagles, and Kites)","Greater Spotted Eagle",1.754912619375,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"563","Aquila rapax","Aquila rapax","Aquila rapax","Accipitridae (Hawks, Eagles, and Kites)","Tawny Eagle",0.914974317,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"564","Busarellus nigricollis","Busarellus nigricollis","Busarellus nigricollis","Accipitridae (Hawks, Eagles, and Kites)","Black-collared Hawk",1.40759362266667,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"565","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Accipitridae (Hawks, Eagles, and Kites)","Eurasian Marsh-Harrier",1.14159233076,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"566","Circus spilonotus","Circus spilonotus","Circus spilonotus","Accipitridae (Hawks, Eagles, and Kites)","Eastern Marsh-Harrier",1.4708704224,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"567","Circus approximans","Circus approximans","Circus approximans","Accipitridae (Hawks, Eagles, and Kites)","Swamp Harrier",0.7297668651,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"568","Milvus migrans","Milvus migrans","Milvus migrans","Accipitridae (Hawks, Eagles, and Kites)","Black Kite",1.64687006094595,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"569","Haliastur sphenurus","Haliastur sphenurus","Haliastur sphenurus","Accipitridae (Hawks, Eagles, and Kites)","Whistling Kite",0.842407657857143,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"570","Haliastur indus","Haliastur indus","Haliastur indus","Accipitridae (Hawks, Eagles, and Kites)","Brahminy Kite",1.71198010053846,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"571","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Accipitridae (Hawks, Eagles, and Kites)","Bald Eagle",1.44947833995833,"Haliaeetus leucocephalus",0.101048078,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"572","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus albicilla","Accipitridae (Hawks, Eagles, and Kites)","White-tailed Eagle",0.779958422571429,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"573","Haliaeetus leucogaster","Haliaeetus leucogaster","Haliaeetus leucogaster","Accipitridae (Hawks, Eagles, and Kites)","White-bellied Sea-Eagle",1.14653245371429,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"574","Haliaeetus vocifer","Haliaeetus vocifer","Haliaeetus vocifer","Accipitridae (Hawks, Eagles, and Kites)","African Fish-Eagle",1.03228528957143,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"575","Ichthyophaga ichthyaetus","Haliaeetus ichthyaetus","Icthyophaga ichthyaetus","Accipitridae (Hawks, Eagles, and Kites)","Gray-headed Fish-Eagle",1.7749207135,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"576","Buteogallus anthracinus","Buteogallus anthracinus","Buteogallus anthracinus","Accipitridae (Hawks, Eagles, and Kites)","Common Black Hawk",0.742525102375,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"577","Buteogallus urubitinga","Buteogallus urubitinga","Buteogallus urubitinga","Accipitridae (Hawks, Eagles, and Kites)","Great Black Hawk",1.5980869735,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"578","Leucopternis albicollis","Pseudastur albicollis","Pseudastur albicollis","Accipitridae (Hawks, Eagles, and Kites)","White Hawk",0.391167958,NA,NA,NA,NA,"Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"579","Buteo lagopus","Buteo lagopus","Buteo lagopus","Accipitridae (Hawks, Eagles, and Kites)","Rough-legged Hawk",1.01836922826667,NA,NA,"Buteo lagopus","N","Accipitridae","(Hawks, Eagles, and Kites)","Yes",""
"580","Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedinidae (Kingfishers)","Common Kingfisher",1.753114614975,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"581","Alcedo meninting","Alcedo meninting","Alcedo meninting","Alcedinidae (Kingfishers)","Blue-eared Kingfisher",1.87842963433333,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"582","Alcedo coerulescens","Alcedo coerulescens","Alcedo coerulescens","Alcedinidae (Kingfishers)","Small Blue Kingfisher",2.550265621,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"583","Alcedo azurea","Ceyx azureus","Ceyx azureus","Alcedinidae (Kingfishers)","Azure Kingfisher",1.0824114052,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"584","Alcedo cyanopectus","Ceyx cyanopectus","Ceyx cyanopectus","Alcedinidae (Kingfishers)","Indigo-banded Kingfisher",1.223728996,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"585","Alcedo pusilla","Ceyx pusillus","Ceyx pusillus","Alcedinidae (Kingfishers)","Little Kingfisher",1.2171996955,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"586","Ceyx erithaca","Ceyx erithaca","Ceyx erithaca","Alcedinidae (Kingfishers)","Black-backed Dwarf-Kingfisher",1.826060785,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"587","Ceyx rufidorsa","Ceyx rufidorsa","Ceyx erithaca","Alcedinidae (Kingfishers)","Rufous-backed Dwarf-Kingfisher",0.174052444,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"588","Alcedo cristata","Corythornis cristatus","Corythornis cristatus","Alcedinidae (Kingfishers)","Malachite Kingfisher",1.5761809698,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"589","Alcedo vintsioides","Corythornis vintsioides","Corythornis vintsioides","Alcedinidae (Kingfishers)","Malagasy Kingfisher",1.347274928,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
"590","Ceyx pictus","Ispidina picta","Ispidina picta","Alcedinidae (Kingfishers)","African Pygmy Kingfisher",0.628157775,NA,NA,NA,NA,"Alcedinidae","(Kingfishers)","Yes",""
